LEMMA	POS	SAGEDUS	TASE
mööbliese	S	2412	B1
mööblipood	S	639	A2
mööda	D	95498	B1
mööda	K	162737	A2
mööduma	V	241492	B1
müra	S	24972	B1
mürgine	A	15664	B1
müristama	V	2387	B1
mürk	S	15803	B1
müsli	S	2306	A2
müts	S	30376	A1
müüja	S	72402	A1
müük	S	199823	A2
müüma	V	314376	A1
müür	S	25684	B1
naaber	S	75496	A2
nad	P		A1
nael	S	28651	B1
naer	S	22619	A1
naeratama	V	41506	A2
naeratus	S	25750	A2
naerma	V	90880	A1
nagi	S	3097	B1
nagu	D	1835873	A2
nagu	J		A1
nahk	S	187241	A2
naine	S	884742	A1
naiskoor	S	3406	B1
naissugu	S	7345	B1
naistearst	S	7552	A2
naistepäev	S	4865	B1
nakkushaigus	S	7694	B1
nali	S	91793	A1
naljakas	A	46743	A2
napp	A	20913	B1
narkomaan	S	12789	B1
narkootikum	S	25063	B1
nartsiss	S	1912	A2
natuke	D	309782	A2
natukene	D	58280	A2
nautima	V	129414	B1
need	P		A2
neer	S	12698	B1
negatiivne	A	85645	A2
neitsi	S	5357	A2
neiu	S	42769	A2
neli	N	383898	A1
nelikümmend	N	10136	A1
nelinurkne	A	1891	B1
nelisada	N	2337	A1
neliteist	N	4031	A1
nelja-aastane	A	5610	A2
neljakesi	D	2705	B1
neljakümnes	O	1861	A2
neljandik	N	3733	A2
neljapäev	S	99482	A1
neljas	O	117093	A1
neljateistkümnes	O	950	A2
neljatoaline	A	1064	B1
nelk	S	3581	A2
nemad	P		A1
nii	D	3806381	A1
niikuinii	D	39776	B1
niimoodi	D	88062	B1
niipalju	D	55464	A2
niipea	D	24599	B1
niisama	D	92779	B1
niisiis	D	62666	A2
niiske	A	27427	B1
niisugune	P	123451	A2
niiviisi	D	18650	B1
nimekiri	S	140996	A2
nimel	K	137238	B1
nimeline	A	35184	B1
nimelt	D	203588	B1
nimetama	V	460098	A2
nimetus	S	62411	B1
nimi	S	650756	A1
nimisõna	S	2135	B1
nina	S	71311	A1
ninasarvik	S	2583	B1
ning	J	5996331	A1
noh	D	66186	A2
nohu	S	13834	B1
noor	A	396087	A1
noor	S	225623	A2
noormees	S	101104	B1
nooruk	S	20226	B1
noorus	S	23924	B1
norm	S	61224	A2
normaalne	A	146152	A2
normaalselt	D	21987	B1
norra	G	4965	B1
norralane	S	10033	B1
notar	S	20476	B1
notariaalne	A	3176	B1
november	S	228723	A1
nuga	S	32239	A1
nukk	S	22843	A2
null	N	26252	A1
number	S	213719	A1
numbrimärk	S	5033	B1
nurk	S	94845	A1
nurmenukk	S	1640	B1
nutma	V	53806	A1
nutt	S	15182	B1
nädal	S	641979	A1
nädalalõpp	S	8375	B1
nädalapäev	S	6892	B1
nädalavahetus	S	100341	A1
nägema	V	1284370	A1
nägemine	S	40737	B1
nägemiseni	I	797	A1
nägemist	I	255	A1
nägu	S	212218	A1
nähtus	S	64436	B1
näide	S	945188	A2
näidend	S	28921	B1
näit	S	23201	B1
näitama	V	658403	A1
näiteks	D	293572	A2
näitleja	S	95286	A2
näitus	S	147161	A2
närv	S	32591	B1
närviline	A	12449	B1
näts	S	3895	B1
nõrk	A	69266	A1
nõrkus	S	23054	B1
nõu	S	138785	A1
nõu andma	V		B1
nõu pidama	V		B1
nõudepesumasin	S	3602	A2
nõudlik	A	9510	B1
nõudma	V	321877	A1
nõudmine	S	60328	B1
nõue	S	189600	B1
nõukogu	S	311369	B1
nõus	D	150735	A2
nõus olema	V		A2
nõusolek	S	45888	B1
nõustama	V	14764	B1
nõustuma	V	85576	B1
nöör	S	19026	B1
nüüd	D	1247341	A1
nüüdne	A	83302	B1
objekt	S	109390	A2
odav	A	71056	A1
ohkama	V	19688	B1
oht	S	165349	A2
ohtlik	A	107733	B1
ohustama	V	33911	B1
ohutu	A	34071	B1
ohver	S	80630	B1
ohvitser	S	28506	B1
oja	S	14109	B1
okas	S	6781	B1
okei	I	23914	A1
oksendama	V	7618	B1
oktoober	S	250602	A1
olema	V	48002755	A1
olematu	A	32092	B1
olenema	V	77544	B1
oletama	V	44783	B1
olgugi	J	20689	B1
olukord	S	541382	A2
oluline	A	620121	A1
oluliselt	D	156093	A2
olümpiamängud	S	29584	B1
oma	A	109618	A1
oma	P	4943396	A1
omaette	D	65494	B1
omakorda	D	107848	B1
omaks võtma	V		B1
omama	V	125336	B1
omane	A	45969	B1
omanik	S	282075	A2
omavahel	D	118649	B1
omavaheline	A	50943	B1
ometi	D	148527	B1
omlett	S	3165	B1
onu	S	27400	A1
onupoeg	S	1923	A2
onutütar	S	542	A2
ookean	S	35116	B1
ooper	S	19300	A2
ootama	V	677453	A1
ootamatu	A	41236	B1
ootamatult	D	46512	B1
ootus	S	68023	B1
operatsioon	S	64654	B1
operett	S	2608	B1
opositsioon	S	42312	B1
optimist	S	5345	B1
optimistlik	A	14131	B1
oranž	A	6427	A2
orav	S	15671	B1
orel	S	12124	B1
org	S	24112	B1
organ	S	31695	A2
organisatsioon	S	187700	A2
organiseerima	V	41439	B1
organism	S	89290	B1
orkester	S	23929	A2
osa	S	1108434	A1
osa võtma	V		A2
osakond	S	120318	A2
osalema	V	387295	A2
osaline	A	57521	B1
osaliselt	D	67512	B1
osavõtja	S	24992	B1
osavõtt	S	22246	B1
oskama	V	492271	A1
oskus	S	159589	A2
ost	S	57269	A2
ostja	S	69779	A2
ostma	V	583561	A1
ostmine	S	65735	A2
ots	S	131475	A2
otsa	D	98001	A2
otsa	K	50795	B1
otsa saama	V		B1
otsa vaatama	V		B1
otsas	K	40543	B1
otsast	K	2460	B1
otse	D	168189	A2
otsene	A	85155	B1
otsima	V	450820	A1
otstarbekas	A	22016	B1
otsus	S	525868	A2
otsustama	V	477616	A1
ovaalne	A	3242	B1
paar	N	439727	A2
paar	S	47606	A1
paarkümmend	N	40488	A2
paat	S	45064	B1
paber	S	119681	A1
padi	S	20398	A1
padjapüür	S	1277	B1
pagar	S	5964	B1
pagas	S	15537	B1
pagasiruum	S	4579	B1
paha	A	63462	A2
paha	S	2597	A2
pahandama	V	15460	B1
pahandus	S	11886	B1
pahane	A	11131	B1
paigaldama	V	78992	B1
paigutama	V	70361	B1
paik	S	205216	A2
paika pidama	V		B1
paiknema	V	49802	B1
paiku	K	37594	B1
paindlik	A	20415	B1
paistma	V	200172	A1
pakane	S	8416	B1
pakk	S	65231	A2
pakkima	V	31063	A2
pakkuma	V	708672	A1
pakkumine	S	149431	A2
paks	A	66041	A1
pala	S	14466	B1
palav	A	17905	A2
palavik	S	23579	B1
paljas	A	28614	B1
palju	D	1536605	A1
palju	P	638877	A1
palk	S	250181	A1
pall	S	74435	A1
palsam	S	6686	B1
paluma	V	423015	A1
palve	S	53716	A2
palvetama	V	20438	B1
panema	V	1215887	A1
pangaarve	S	6494	B1
pangaautomaat	S	3325	B1
pangakaart	S	8722	B1
pangakonto	S	11036	B1
pangakontor	S	3810	B1
pangalaen	S	7044	B1
pank	S	238619	A2
pankrot	S	33083	A2
pankur	S	8616	A2
pann	S	27109	A2
pannkook	S	11164	A2
panus	S	69727	B1
panustama	V	51102	B1
paprika	S	9180	B1
paraad	S	13948	A2
paragrahv	S	60868	B1
paraku	D	141748	B1
parandama	V	165519	A2
parandus	S	30858	B1
paranema	V	62154	B1
paras	A	62221	B1
paratamatult	D	33551	B1
parem	D	51292	A2
paremal	D	13184	A2
paremale	D	16241	A2
paremalt	D	7283	B1
paremini	D	220671	A2
parempoolne	A	20451	B1
parfüüm	S	6389	B1
park	S	80315	A1
parkima	V	25225	A2
parkimisplats	S	3674	A2
parkla	S	38731	A2
parlament	S	128081	A2
part	S	9659	A2
partei	S	116229	A2
partii	S	19245	A2
partner	S	113392	A2
pass	S	42065	A1
pasta	S	14115	A2
pastakas	S	8946	A1
pastapliiats	S	1193	A1
pastor	S	21655	A2
patsient	S	126069	A2
pea	S	436262	A1
peaaegu	D	219178	A2
peagi	D	76360	B1
peal	D	39228	A2
peal	K	241263	A1
peale	D	343077	A2
peale	K	959515	A1
peale hakkama	V		B1
peale tulema	V		B1
pealinn	S	92846	A1
pealkiri	S	102498	B1
pealt	D	42577	A2
pealt	K	138049	A2
pealt kuulama	V		B1
pealt nägema	V		B1
pealtvaataja	S	24590	B1
pealuu	S	2181	B1
peamine	A	181084	A2
peaminister	S	179257	A2
peamiselt	D	145806	B1
peatama	V	56076	A2
peatoimetaja	S	22827	A2
peatuma	V	63139	A2
peatus	S	32881	A1
peavalu	S	28622	A2
pedaal	S	7620	B1
pedagoog	S	18823	A2
pediküür	S	1264	B1
peegel	S	39108	A2
peen	A	27421	B1
peenar	S	11499	B1
peenike	A	14790	B1
peet	S	7239	A2
pehme	A	87259	A2
pehmelt	D	10838	B1
peitma	V	56538	B1
peituma	V	38098	B1
peksma	V	39436	B1
pension	S	70811	A2
pensionär	S	45394	A2
pere	S	336863	A1
perearst	S	59911	B1
perekond	S	148233	A1
perekonnaliige	S	6021	B1
perekonnanimi	S	17373	A1
perekonnaseis	S	1788	B1
pereliige	S	27749	B1
peremees	S	55657	A2
perenaine	S	30169	A2
periood	S	137718	A2
pesa	S	46048	A2
pesema	V	72723	A1
pessimist	S	2740	A2
pessimistlik	A	3783	B1
pesu	S	27592	A2
pesula	S	1633	B1
pesumasin	S	11724	A2
pesupulber	S	2914	B1
petersell	S	5506	B1
petma	V	35083	B1
pettuma	V	27513	B1
pettus	S	21244	B1
pidama	V	4314404	A1
pidev	A	88021	B1
pidevalt	D	181317	A2
pidi	K	12037	B1
pidu	S	55140	A1
pidulik	A	34588	A2
pidulikult	D	8895	B1
pidur	S	20892	B1
pidurdama	V	21445	B1
pidžaama	S	1199	A1
pigem	D	333334	A2
pihlakas	S	5138	B1
pihta	K	21066	B1
pihta hakkama	V		B1
piim	S	83296	A1
piinlik	A	25890	B1
piir	S	254107	A2
piirama	V	128707	B1
piirang	S	70887	B1
piirivalve	S	21284	A2
piirkond	S	272413	A2
piisama	V	103183	B1
piisav	A	78457	B1
piisavalt	D	218977	B1
pikaajaline	A	79403	B1
pikali	D	18548	B1
pikalt	D	72909	B1
pikendama	V	41645	B1
pikk	A	426576	A1
pikkune	A	58758	B1
pikkus	S	94529	A2
piklik	A	4302	B1
piknik	S	5609	B1
pildistama	V	42463	B1
pilet	S	100320	A1
piletimüük	S	2933	B1
pill	S	49560	B1
pilt	S	595637	A1
pilv	S	43110	B1
pilves	A	7246	A2
pilves	D	272	A2
pilvine	A	2981	B1
pilvitu	A	1664	A2
pime	A	62966	A2
pime	S	20048	A2
pimedus	S	28847	B1
pind	S	131384	B1
pindala	S	31824	B1
pinge	S	76602	B1
pingutama	V	45999	B1
pingutus	S	33486	B1
pink	S	33692	B1
pintsak	S	5037	A2
pintsel	S	10629	B1
pipar	S	19948	A2
piparkook	S	8223	A2
pirn	S	14800	A1
pirnipuu	S	827	A2
pirukas	S	13092	A2
pisar	S	30721	B1
pisike	A	101635	B1
pisikene	A	3175	B1
pisut	D	163917	A2
pitsat	S	5425	B1
pitser	S	4919	B1
plaan	S	293205	A1
plaanima	V	88024	A2
plaat	S	97589	B1
plahvatus	S	27378	B1
planeerima	V	90521	B1
plastiliin	S	1271	B1
plastmass	S	6947	B1
plats	S	73764	A2
platvorm	S	24424	B1
pleier	S	2357	B1
plekk	S	18995	B1
pliiats	S	14392	A1
pliiatsiteritaja	S		B1
pliit	S	16059	A1
ploom	S	6437	A2
ploomipuu	S	1190	A2
pluss	S	59695	A1
pluus	S	12288	A1
poeg	S	217712	A1
pohl	S	4557	B1
poisike	S	10817	A2
poiss	S	263273	A1
poliitik	S	132838	A2
poliitika	S	143056	A2
poliitiline	A	213975	A2
polikliinik	S	7596	B1
politsei	S	264789	A1
politseinik	S	67994	A2
pomm	S	20123	B1
pood	S	195686	A1
pool	K	114182	A2
pool	N	339096	A1
pool	S	309463	A1
poola	G	7045	B1
poolaasta	S	22113	B1
poolakas	S	13058	B1
poole	K	417587	A2
pooleli	D	31253	A2
poolest	K	125201	B1
poolsaar	S	22256	B1
poolt	D	3956	B1
poolt	K	804223	A2
poolteist	N	48320	A2
populaarne	A	60515	A2
populaarsus	S	30111	B1
porgand	S	24940	A1
pori	S	8617	B1
porine	A	5104	B1
portugali	G	5902	B1
portugallane	S	2544	B1
positiivne	A	165583	A2
positiivselt	D	20747	B1
positsioon	S	79305	A2
post	S	48169	A2
postiindeks	S	643	B1
postiljon	S	2965	B1
postkaart	S	7134	B1
postkast	S	18284	A2
postkontor	S	11872	A2
postmark	S	4200	B1
pott	S	40750	A2
praad	S	12571	A2
praadima	V	17078	B1
praam	S	11159	A1
praegu	D	777236	A1
praegune	A	395334	A2
praht	S	10070	B1
praktika	S	91840	A2
praktiline	A	84426	A2
prantslane	S	30331	B1
prantsuse	G	75579	A1
preemia	S	46739	A2
preili	S	8764	B1
president	S	402776	A2
pressima	V	25766	B1
prillid	S		A2
printer	S	9562	B1
probleem	S	712602	A2
professionaalne	A	48169	A2
professor	S	71809	A2
programm	S	263984	A2
projekt	S	418285	A2
projektijuht	S	22193	B1
prokurör	S	25272	A2
pronks	S	17214	B1
proov	S	72948	A2
proovikabiin	S	707	B1
proovima	V	271121	A2
protest	S	23451	A2
protseduur	S	48597	B1
protsent	S	377928	A2
protsess	S	166727	A2
proua	S	50451	A1
provints	S	21310	A2
prussakas	S	2998	B1
pruukima	V	108199	B1
pruun	A	28579	A1
prügi	S	22138	B1
prügikast	S	20271	B1
psühholoog	S	29942	A2
psühholoogia	S	16995	B1
psühholoogiline	A	25946	B1
publik	S	92985	A2
pudel	S	58501	A1
pudeliavaja	S		B1
puder	S	18731	B1
puhas	A	194531	A1
puhastama	V	70902	A2
puhastamine	S	32143	B1
puhastus	S	11400	B1
puhastusvahend	S	4449	B1
puhkama	V	66243	A1
puhkema	V	27297	B1
puhkemaja	S	4277	B1
puhkepäev	S	9659	A2
puhkus	S	93995	A1
puhtalt	D	26185	B1
puhtus	S	16657	B1
puhul	K	643041	A1
puhuma	V	47175	B1
puiestee	S	16930	A1
puljong	S	7131	B1
pulm	S	33851	B1
punane	A	154862	A1
punkt	S	398952	A1
purikas	S	1697	B1
purjetama	V	5101	B1
purjus	A	22936	B1
purjus	D	1819	B1
purskkaev	S	6089	B1
puu	S	230246	A1
puuder	S	3332	B1
puudu	D	58110	B1
puudu jääma	V		B1
puudu olema	V		B1
puuduma	V	262062	A1
puudus	S	84791	B1
puudust tundma	V		B1
puudutama	V	169184	B1
puue	S	33453	B1
puuk	S	8687	B1
puuküte	S	1723	B1
puur	S	41738	B1
puus	S	12085	B1
puutuma	V	116790	B1
puuvili	S	30761	B1
puuvill	S	5179	B1
päev	S	1448372	A1
päevik	S	19158	A2
päevitama	V	4109	B1
pähe õppima	V		B1
pähkel	S	23816	A2
päike	S	134892	A1
päikene	S	593	A1
päikeseline	A	8726	B1
päikeseloojang	S	7111	B1
päikesetõus	S	5435	B1
pärast	D	46713	A2
pärast	K	1276193	A1
pärastlõunal	D		B1
pärima	V	71172	B1
pärinema	V	58224	B1
päris	D	424399	A2
päriselt	D	35757	B1
pärit olema	V		A1
päritolu	S	63626	B1
pärn	S	5065	B1
pääsema	V	209568	B1
päästeamet	S	24002	A2
päästma	V	83377	A2
pääsuke	S	4979	B1
põder	S	13460	A2
põgenema	V	53990	B1
põhi	S	146973	A1
põhiharidus	S	6260	A2
põhikool	S	61421	A2
põhiline	A	70444	A2
põhiliselt	D	52055	B1
põhimõte	S	158394	A2
põhimõtteline	A	23823	B1
põhimõtteliselt	D	76243	B1
põhinema	V	58210	B1
põhiseadus	S	102821	B1
põhjal	K	148370	B1
põhjalik	A	56814	B1
põhjalikult	D	49287	B1
põhjendama	V	100684	B1
põhjendus	S	41593	B1
põhjus	S	523440	A1
põhjustama	V	158409	B1
põld	S	58858	B1
põlema	V	78604	A2
põletik	S	27696	B1
põll	S	4620	B1
põllumajandus	S	55934	B1
põllumees	S	34801	B1
põlv	S	52330	B1
põlvkond	S	75197	B1
põnev	A	126053	A2
põrand	S	67196	A1
põrgu	S	16154	B1
põsk	S	16143	A2
põud	S	7151	B1
põõsas	S	27602	B1
pöial	S	13763	A2
pööning	S	7509	B1
pöörama	V	148765	A2
pöörduma	V	177520	A2
pööre	S	38494	B1
püha	A	53040	A2
püha	S	55187	A2
pühapäev	S	128775	A1
pühendama	V	55614	B1
pühkima	V	22306	B1
püksid	S		A1
püree	S	4361	B1
püsima	V	133931	B1
püsimatu	A	1166	B1
püsti	D	66679	B1
püsti tõusma	V		B1
püstitama	V	48906	B1
püstol	S	10622	B1
püüdma	V	373973	A2
raadio	S	66004	A2
raadiosaade	S	4807	B1
raam	S	50159	A2
raamat	S	529699	A1
raamatukogu	S	77041	A2
raamatupidaja	S	17034	B1
raamatupidamine	S	26113	A2
raamatupood	S	13089	A2
raamaturiiul	S	3924	B1
rada	S	180264	B1
radiaator	S	7331	B1
raev	S	5104	B1
raha	S	775125	A1
rahakott	S	39993	A2
rahaline	A	74919	A2
rahastama	V	39091	B1
rahe	S	4139	B1
rahu	S	88378	A2
rahul	D	115216	A2
rahul olema	V		A2
rahuldama	V	53889	B1
rahule	D	40442	A2
rahule jätma	V		B1
rahule jääma	V		B1
rahulik	A	70297	A2
rahulikult	D	67128	A2
rahustama	V	18286	B1
rahutu	A	9847	B1
rahvas	S	456715	A1
rahvus	S	58028	A2
rahvuslik	A	74472	B1
rahvuslill	S	397	B1
rahvuslind	S	700	B1
rahvusvaheline	A	328002	B1
raiskama	V	26439	B1
rajama	V	119944	B1
rajanema	V	5514	B1
rajoon	S	23016	B1
rakendama	V	115981	B1
rakk	S	41620	B1
rand	S	89919	A2
range	A	24817	B1
ranne	S	6818	B1
raport	S	48896	A2
raputama	V	27509	B1
rase	A	27346	B1
raske	A	434497	A1
raskelt	D	16599	B1
raskus	S	90360	B1
rasv	S	40440	B1
rasvane	A	13422	B1
rasvavaba	A	1055	B1
ratas	S	126174	A1
raud	S	41492	B1
raudne	A	7446	B1
raudtee	S	76448	A2
raudteejaam	S	13177	A2
ravi	S	124125	A2
ravim	S	109029	A2
ravima	V	49412	A2
ravimtee	S	627	B1
reaalaine	S	2813	B1
reaalne	A	90855	A2
reageerima	V	58501	B1
rebane	S	16401	A2
redis	S	2813	A2
reede	S	146857	A1
reegel	S	183964	B1
reform	S	56488	A2
registratuur	S	2444	B1
registreerima	V	125313	A2
reguleerima	V	67539	B1
reha	S	4243	B1
rehv	S	42644	B1
reis	S	138228	A1
reisija	S	68594	B1
reisima	V	38270	A1
reisisaatja	S	2104	B1
reklaam	S	111243	A1
reklaamima	V	22316	B1
rektor	S	23544	A2
relv	S	68407	B1
remont	S	62377	A2
remontima	V	19526	B1
rent	S	21030	A2
rentima	V	22939	B1
reserveerima	V	5841	B1
ressurss	S	55834	B1
restoran	S	71743	A1
retsept	S	67057	B1
režissöör	S	25244	A2
rida	S	144137	A2
ridaelamu	S	2649	B1
ridamaja	S	612	B1
rihm	S	20791	B1
riideese	S	3587	B1
riidekapp	S	4611	B1
riidepuu	S	1582	B1
riidesse panema	V		A2
riidlema	V	2986	B1
riie	S	120217	A2
riietus	S	22618	B1
riigiametnik	S	17009	B1
riigieksam	S	13455	B1
riigikogu	S	377149	A2
riigipüha	S	4115	B1
riik	S	1451204	A1
riiklik	A	186035	A2
riis	S	20222	A1
riiul	S	31330	A2
riiv	S	4265	B1
rikas	A	59873	A1
rikas	S		A2
rike	S	13832	B1
rikkalik	A	20364	B1
rikki	D	1821	B1
rikkis	A	2408	B1
rikkuma	V	106860	B1
rikkus	S	23749	B1
rind	S	68896	B1
ring	S	130576	A2
ringi jooksma	V		B1
ringi käima	V		B1
rinnahoidja	S	4952	B1
rippuma	V	27095	B1
ripsmed	S		B1
ripsmetušš	S	3086	B1
riputama	V	25024	B1
risk	S	98862	A2
rist	S	36512	A2
risti	D	17117	B1
ristima	V	15776	B1
ristmik	S	26953	B1
roheline	A	134806	A1
rohi	S	38724	A2
rohkem	D	1121510	A1
roll	S	212346	A2
romaan	S	55433	B1
rong	S	74081	A1
rongijaam	S	3230	A2
ronima	V	60576	B1
roog	S	28627	B1
rool	S	32194	B1
roomama	V	7664	B1
roos	S	19404	A1
roosa	A	31663	A2
rootsi	G	18156	A1
rootslane	S	30768	A2
rosin	S	7749	B1
rosolje	S	804	A2
rott	S	24845	A1
rubla	S	28477	A2
rukis	S	8717	A2
rukkilill	S	2615	B1
rull	S	20166	B1
rulluisk	S	3291	B1
rumal	A	44306	A1
rumalus	S	15629	B1
rumeenlane	S	2244	B1
rusikas	S	13768	B1
ruttama	V	8970	B1
ruttu	D	40055	A2
ruuduline	A	3115	B1
ruum	S	252442	A1
ruutmeeter	S	33984	A2
räim	S	6782	B1
rätik	S	11439	B1
rätt	S	3555	B1
rääkima	V	1322653	A1
rõdu	S	23299	B1
rõhutama	V	140669	B1
rõivas	S	29673	B1
rõõm	S	128107	A2
rõõmsalt	D	17179	B1
rõõmus	A	50588	A2
rõõmustama	V	45923	A2
rõõmustav	A	4990	B1
röster	S	843	B1
röövel	S	10202	A2
röövima	V	27544	B1
rühm	S	87499	A2
ründama	V	57005	B1
rünnak	S	74467	B1
rütm	S	26817	B1
sa	P		A1
saabas	S	21794	A1
saabuma	V	171991	A2
saade	S	133517	A2
saadik	K	22278	B1
saadik	S	57005	B1
saag	S	9768	B1
saaja	S	42089	B1
saak	S	37447	B1
saal	S	122397	A2
saama	V	7694327	A1
saar	S	178176	A2
saatja	S	22267	B1
saatkond	S	36147	B1
saatma	V	469466	A2
saatus	S	66683	B1
saavutama	V	239389	B1
saavutus	S	45367	B1
saba	S	45195	B1
sada	N	148033	A1
sadakond	N	11135	B1
sadam	S	97788	A2
sadama	V	57777	A1
sage	A	6784	B1
sagedamini	D	32886	B1
sageli	D	195902	A2
sai	S	19623	A1
saiake	S	5726	B1
sajand	S	233368	A2
sajane	S	475	B1
saksa	G	93636	A1
saksakeelne	A	7717	A2
sakslane	S	63443	A2
saksofon	S	2519	A2
saladus	S	57601	B1
salaja	D	16361	B1
salajane	A	25657	B1
salasõna	S	4761	B1
salat	S	28277	A1
sale	A	14752	B1
sall	S	10163	A1
salv	S	7496	B1
salvestama	V	48304	B1
salvrätt	S	1790	B1
sama	P	1257629	A1
samas	D	474930	B1
samasugune	P	90254	A2
samm	S	182366	A2
samuti	D	838639	A2
sandaal	S	2150	A2
sari	S	97610	B1
sarnane	A	184523	A2
sarnanema	V	26518	B1
sarnaselt	D	40447	B1
sattuma	V	238946	B1
saun	S	60149	A2
seade	S	148393	B1
seadus	S	705575	A2
seadusevastane	A	3985	B1
seaduslik	A	28589	B1
seal	D	1011428	A1
sealhulgas	D	100204	B1
sealiha	S	10203	A2
sealne	A	79771	B1
sealpool	D	1483	B1
sealsamas	D	15491	B1
sealt	D	288006	A1
sealtpoolt	K	1590	B1
seanss	S	9511	B1
seapraad	S	1371	B1
seas	K	176778	A2
seast	K	34990	B1
see	P	21311115	A1
seebiooper	S	1546	B1
seekord	D	151857	B1
seekordne	A	22307	B1
seelik	S	17051	A2
seen	S	43682	A2
seep	S	14718	A2
seepärast	D	129594	B1
seeria	S	43502	A2
sees	D	87085	A1
sees	K	128253	A1
seesama	P	84148	B1
seespool	K	1799	B1
seest	D	18087	A2
seest	K	20550	A2
seestpoolt	D	8511	B1
segadus	S	59396	B1
segama	V	145182	A2
segamini	D	15294	B1
segane	A	35809	B1
segi	D	18550	B1
segi ajama	V		B1
sein	S	138854	A1
seis	S	162187	B1
seisma	V	305772	A1
seisnema	V	51239	B1
seisukoht	S	265862	B1
seisukord	S	28159	B1
seisund	S	79144	B1
seitse	N	127869	A1
seitsekümmend	N	3114	A1
seitsesada	N	977	A1
seitseteist	N	2261	A1
seitsmekümnes	O	3218	A2
seitsmes	O	32871	A1
seitsmeteistkümnes	O	530	A2
sekkuma	V	34745	B1
sekretär	S	25484	A2
seks	S	34306	A2
seksuaalne	A	24894	A2
sekund	S	104586	A2
seletama	V	112486	B1
seletus	S	29327	B1
selg	S	178349	A1
selge	A	352074	A1
selgelt	D	113553	A2
selgitama	V	296499	B1
selgitus	S	59233	B1
selgroog	S	8662	B1
selguma	V	237085	B1
selgus	S	36086	B1
seljanka	S	1381	B1
seljavalu	S	5085	A2
sellepärast	D	155410	A1
selline	P	1873474	A1
selts	S	97785	A2
seltskond	S	96417	A2
seminar	S	75535	A2
seni	D	235855	A2
senine	A	158493	B1
senini	D	20222	A2
sent	S	41208	A1
sentimeeter	S	23304	A2
seos	S	84970	B1
seoses	K	184137	A1
sepik	S	1662	B1
sepp	S	13013	A2
september	S	271314	A1
serviis	S	832	B1
sest	J	1635948	A1
sibul	S	36506	A2
side	S	66913	B1
sidrun	S	12952	A2
siduma	V	70220	B1
sidur	S	9771	B1
siga	S	41075	A2
sigaret	S	17402	B1
signaal	S	45044	A2
siht	S	39071	A2
sihtnumber	S	384	B1
siia	D	221931	A1
siiani	D	133752	B1
siid	S	3420	B1
siil	S	11782	A1
siin	D	1045852	A1
siinjuures	D	10056	B1
siinne	A	70217	B1
siinpool	D	2304	B1
siinsamas	D	12342	B1
siis	D	2908379	A1
siiski	D	716462	A2
siit	D	194493	A1
sild	S	71078	A1
sile	A	22480	B1
silm	S	591413	A1
silma paistma	V		B1
silma torkama	V		B1
silmaarst	S	4052	A2
silmas pidama	V		B1
silt	S	44865	A2
sina	P	3814769	A1
sinep	S	4220	A2
sinilill	S	2559	B1
sinine	A	62506	A1
sink	S	6381	A2
sinna	D	402234	A1
sinnapoole	D	6435	B1
sipelgas	S	9051	B1
sirge	A	21302	B1
sisaldama	V	204857	B1
sisenema	V	41897	B1
sisse	D	419590	A1
sisse	K	95018	A1
sisse lülitama	V		A2
sisse magama	V		B1
sisse murdma	V		B1
sisse saama	V		B1
sisseastumiseksam	S	2570	B1
sisseost	S	4705	B1
sissepoole	D	4630	B1
sissepoole	K	439	B1
sissepääs	S	18643	A2
sissetulek	S	68012	B1
sisu	S	206889	B1
sisuliselt	D	94886	B1
situatsioon	S	42210	A2
skandaal	S	25799	A2
skeem	S	43315	B1
skeptiline	A	7921	B1
skorpion	S	2326	A2
slovakk	S	2123	B1
sobima	V	342495	A1
sobiv	A	146717	B1
soe	A	171300	A1
soe	S	33532	B1
soeng	S	15805	B1
sokk	S	29129	A1
solvuma	V	13785	B1
soo	S	43717	B1
soodne	A	55435	A2
soodusmüük	S	1075	B1
soodustus	S	32991	B1
soojus	S	35447	B1
sool	S	64198	A1
soolane	A	13918	B1
soome	G	39618	A1
soomlane	S	70391	A2
soomlanna	S	2965	B1
sooritama	V	57813	B1
soov	S	308738	A1
soovija	S	33889	A2
soovima	V	634334	A1
soovitaja	S	2275	B1
soovitama	V	329626	A2
soovitus	S	102729	A2
sort	S	57524	A2
sotsiaalne	A	120408	A2
spaa	S	5813	A2
spetsiaalne	A	51743	A2
spetsialist	S	102445	A2
sponsor	S	19908	A2
spordiala	S	18980	B1
spordihoone	S	10299	B1
spordikott	S	1514	B1
spordisaal	S	4980	B1
spordivõistlus	S	5016	B1
sport	S	87650	A2
sportlane	S	73746	A2
sportlik	A	32373	B1
staadion	S	42838	B1
stabiilne	A	35951	A2
standart	S	24632	B1
startima	V	27682	B1
statistika	S	49322	B1
stiil	S	86017	B1
stipendium	S	30975	B1
stjuardess	S	1881	B1
strateegiline	A	42905	B1
stress	S	53177	B1
struktuur	S	70123	B1
sugu	S	13380	A2
sugulane	S	52094	A1
suhe	S	282000	B1
suhkrutoos	S	356	B1
suhkur	S	70531	A1
suhteline	A	17008	B1
suhteliselt	D	146128	B1
suhtes	K	302931	B1
suhtlema	V	104654	B1
suhtlemine	S	55472	B1
suhtlus	S	21318	B1
suhtuma	V	77133	B1
suits	S	38127	A2
suitsetama	V	20812	A2
