word	freq_rank	proficiency	pos
pigist	0		adv
pigisti	0		s
pigistuma	0		v
pigistus	0		s
pigistuslüps	0		s
pigistustunne	0		s
pigisüsi	0		s
pigitama	0		v
pigitraat	0		s
pigituma	0		v
pigmendilaik	0		s
pigmendipuudus	0		s
pigmendirakk	0		s
pigmenditera	0		s
pigmenditus	0		s
pigment	0		s
pigmentatsioon	0		s
pigmentatsioonihäire	0		s
pigmenteerima	0		v
pigmenteeruma	0		v
pigmentkasvaja	0		s
pigmentkivi	0		s
pigmentsünnimärk	0		s
pigmentveresus	0		s
piha	0		prop
pihad	0		s
pihajoon	0		s
pihakoht	0		s
pihali	0		prop
pihaluu	0		s
pihaosa	0		s
pihasoon	0		s
pihasooned	0		s
pihavolang	0		s
pihelgane	0		adj
pihelgas	0		s
pihid	0		s
pihiisa	0		s
pihik	0		s
pihikpüksid	0		s
pihikseelik	0		s
pihikvest	0		s
pihikõne	0		s
pihilaps	0		s
pihiline	0		s
pihipoeg	0		s
pihisaladus	0		s
pihitalitus	0		s
pihitool	0		s
pihitütar	0		s
pihkama	0		v
pihkane	0		adj
pihke	0		prop
pihkekindel	0		adj
pihklane	0		s
pihkmine	0		adj
pihkpime	0		adj
pihkseong	0		s
pihkuma	0		v
pihkva	0		prop
pihkvalane	0		s
pihl	0		s
pihla	0		prop
pihlajavesi	0		prop
pihlakakeedis	0		s
pihlakakobar	0		s
pihlakakoi	0		s
pihlakamari	0		s
pihlakane	0		adj
pihlakaoks	0		s
pihlakapuu	0		s
pihlakavein	0		s
pihlakobar	0		s
pihlamari	0		s
pihlapunane	0		adj
pihlapuu	0		s
pihlapõõsas	0		s
pihlaspea	0		prop
pihlenelas	0		s
pihleni	0		prop
piht	0		s
pihtaed	0		s
pihtama	0		v
pihtamisnurk	0		s
pihtamispunkt	0		s
pihtamistõenäosus	0		s
pihtamisvöönd	0		s
pihtasaamine	0		s
pihtimuslik	0		adj
pihtimusromaan	0		s
pihtkasukas	0		s
pihtkond	0		s
pihtkuub	0		s
pihtla	0		prop
pihttara	0		s
pihtvastne	0		s
pihu	0		s
pihuarvuti	0		s
pihukirves	0		s
pihukonsool	0		s
pihulumi	0		s
pihunema	0		v
pihupeen	0		adj
pihupeenike	0		adj
pihupesa	0		s
pihuraamat	0		s
pihuseade	0		s
pihust	0		vrm
pihusti	0		s
pihustuma	0		v
pihustus	0		s
pihustusabsorber	0		s
pihustusdüüs	0		s
pihustuskoonus	0		s
pihustusmäärimine	0		s
pihustusseadis	0		s
pihutama	0		v
pihutäis	0		s
pihuvihm	0		s
pihva	0		prop
piibar	0		s
piibe	0		prop
piibelehetinktuur	0		s
piibeleheõis	0		s
piibellik	0		adj
piiber	0		s
piibitama	0		v
piibliaineline	0		adj
piiblikeel	0		s
piiblikeelend	0		s
piiblikeelne	0		adj
piiblikoht	0		s
piiblikonkordants	0		s
piiblikonverents	0		s
piiblilegend	0		s
piiblilugu	0		s
piiblimotiiv	0		s
piiblimüüt	0		s
piiblinimi	0		s
piibliraamat	0		s
piiblisalm	0		s
piibliseletus	0		s
piibliselts	0		s
piiblisõna	0		s
piibliteemaline	0		adj
piiblitekst	0		s
piiblitsitaat	0		s
piiblitund	0		s
piiblitõlge	0		s
piibliväljend	0		s
piiblivöö	0		s
piibrikrae	0		s
piibrinahk	0		s
piibrinahkne	0		adj
piibujutt	0		s
piibukaha	0		s
piibukolu	0		s
piibulips	0		s
piibumees	0		s
piibumeister	0		s
piibumäe	0		prop
piibunosu	0		s
piibunõel	0		s
piibuora	0		s
piibuork	0		s
piibupea	0		s
piibupigi	0		s
piibupits	0		s
piibusuits	0		s
piibusuitsetaja	0		s
piibutama	0		v
piibutobi	0		s
piibutubakas	0		s
piibutund	0		s
piibutäis	0		s
piibuvars	0		s
piider	0		s
piidevint	0		s
piidlema	0		v
piigandi	0		prop
piigapõlv	0		s
piigart	0		s
piigaste	0		prop
piigat	0		s
piigimees	0		s
piigiots	0		s
piigitaoline	0		adj
piigitorge	0		s
piigivõitlus	0		s
piik	0		s
piikama	0		v
piikeel	0		s
piikjas	0		adj
piikrehv	0		s
piikrull	0		s
piiksama	0		v
piiksatama	0		v
piiksatus	0		s
piiksuma	0		v
piiksutama	0		v
piikvall	0		s
piikvasar	0		s
piila	0		prop
piilar	0		s
piilkond	0		s
piilpart	0		s
piilse	0		prop
piilsi	0		prop
piiluauk	0		s
piilukaamera	0		s
piilupart	0		s
piilupiltnik	0		s
piilur	0		s
piilurjagu	0		s
piilutama	0		v
piima-klimbisupp	0		s
piima-muna-taimetoitlane	0		s
piima-taimetoitlane	0		s
piima-taimetoitlus	0		s
piima-tangusupp	0		s
piima-tummipuu	0		s
piimaallergia	0		s
piimaand	0		s
piimaandja	0		s
piimaanum	0		s
piimaauto	0		s
piimabaar	0		s
piimadieet	0		s
piimaeritus	0		s
piimafarm	0		s
piimahabe	0		s
piimahammas	0		s
piimahind	0		s
piimaiiris	0		s
piimajahuti	0		s
piimajahutus	0		s
piimajook	0		s
piimajuha	0		s
piimajäätis	0		s
piimajõudlus	0		s
piimakad	0		s
piimakann	0		s
piimakari	0		s
piimakarjafarm	0		s
piimakarjakasvatus	0		s
piimakarjalaut	0		s
piimakarjandus	0		s
piimakarva	0		adj
piimakas	0		adj
piimakaste	0		s
piimakelder	0		s
piimakirn	0		s
piimakissell	0		s
piimakits	0		s
piimaklaas	0		s
piimakoda	0		s
piimakohv	0		s
piimakokteil	0		s
piimakombinaat	0		s
piimakonserv	0		s
piimakontroll	0		s
piimakott	0		s
piimakreem	0		s
piimakruus	0		s
piimakula	0		s
piimakurn	0		s
piimakus	0		s
piimaköök	0		s
piimalammas	0		s
piimalehm	0		s
piimaliiter	0		s
piimalill	0		s
piimaline	0		s
piimaloom	0		s
piimalähker	0		s
piimamahuti	0		s
piimamajand	0		s
piimamajandus	0		s
piimamannerg	0		s
piimamees	0		s
piimamärk	0		s
piimamõõtel	0		s
piimamüüja	0		s
piimanahk	0		s
piimanaine	0		s
piimand	0		s
piimandus	0		s
piimanduskool	0		s
piimandusspetsialist	0		s
piimandustalu	0		s
piimandusteadlane	0		s
piimane	0		adj
piimanina	0		s
piimanorm	0		s
piimanääre	0		s
piimanäärmepõletik	0		s
piimanäärmevähk	0		s
piimanõges	0		s
piimanõu	0		s
piimaohakas	0		s
piimapaak	0		s
piimapais	0		s
piimapakk	0		s
piimapeegel	0		s
piimapeetus	0		s
piimaplekk	0		s
piimapood	0		s
piimaproov	0		s
piimapudel	0		s
piimapuder	0		s
piimapukk	0		s
piimapulber	0		s
piimapunkt	0		s
piimapuu	0		s
piimapõrsas	0		s
piimapütt	0		s
piimaraamat	0		s
piimaraha	0		s
piimaraig	0		s
piimarasv	0		s
piimarasvasus	0		s
piimarentnik	0		s
piimariiul	0		s
piimarikas	0		adj
piimaring	0		s
piimarohke	0		adj
piimarokk	0		s
piimarong	0		s
piimaruum	0		s
piimasaadus	0		s
piimasaak	0		s
piimasaal	0		s
piimasai	0		s
piimaseen	0		s
piimasegu	0		s
piimaseparaator	0		s
piimasoolikas	0		s
piimasoon	0		s
piimasuhkur	0		s
piimasupp	0		s
piimatalitus	0		s
piimatank	0		s
piimatarretis	0		s
piimatoit	0		s
piimatoodang	0		s
piimatoode	0		s
piimatoru	0		s
piimatsistern	0		s
piimatõug	0		s
piimatööstus	0		s
piimatüdruk	0		s
piimavadak	0		s
piimavaht	0		s
piimavahustaja	0		s
piimavahusti	0		s
piimavalk	0		s
piimavalvur	0		s
piimavanker	0		s
piimavann	0		s
piimavasikas	0		s
piimavedaja	0		s
piimavedu	0		s
piimaveis	0		s
piimavend	0		s
piimavesi	0		s
piimavinku	0		s
piimavoolik	0		s
piimavunts	0		s
piimaõde	0		s
piimaühistu	0		s
piimašokolaad	0		s
piimeson	0		s
piimhape	0		s
piimhapekäärimine	0		s
piimhappebakter	0		s
piimhappeline	0		adj
piimikas	0		s
piimjalt	0		adv
piimjas	0		adj
piimjashall	0		adj
piimjasroosa	0		adj
piimjassinine	0		adj
piimjasvalge	0		adj
piimjuur	0		s
piimkala	0		s
piimklaas	0		s
piimkvarts	0		s
piimküps	0		adj
piimküpsus	0		s
piimmahl	0		s
piimohakas	0		s
piimputk	0		s
piimvalge	0		adj
piinakamber	0		s
piinakong	0		s
piinamisriist	0		s
piinamisvahend	0		s
piinamisviis	0		s
piinapink	0		s
piinariist	0		s
piinasurm	0		s
piinatav	0		s
piinatult	0		adv
piinatus	0		s
piinavalt	0		adv
piinia	0		s
piiniapähkel	0		s
piinlikem	0		adj
piinlikum	0		adj
piinutama	0		v
piion	0		s
piiphein	0		s
piipitama	0		v
piipkann	0		s
piiprell	0		s
piipsemäe	0		prop
piiraja	0		s
piirakas	0		s
piiramatus	0		s
piiramislahing	0		s
piiramismasin	0		s
piiramisretk	0		s
piiramisseisukord	0		s
piiramistorn	0		s
piiranguvöönd	0		s
piirarv	0		s
piirasend	0		s
piiratuim	0		adj
piiratult	0		adv
piiratum	0		adj
piiratus	0		s
piirdeaed	0		s
piirdehekk	0		s
piirdekonstruktsioon	0		s
piirdekraav	0		s
piirdeliiges	0		s
piirdeliist	0		s
piirdeluu	0		s
piirdemüür	0		s
piirdenurk	0		s
piirdenärvisüsteem	0		s
piirdesööbija	0		s
piirdetamm	0		s
piirdetara	0		s
piirdetarind	0		s
piirdunud	0		adj
piirel	0		s
piirhind	0		s
piiri-pääri	0		adv,interj
piiriaed	0		s
piirialane	0		adj
piirijaam	0		s
piirijoon	0		s
piirijärjekord	0		s
piirijõgi	0		s
piirik	0		s
piirikaitse	0		s
piirikaitserügement	0		s
piirikaitsevägi	0		s
piirikaubandus	0		s
piirikindlus	0		s
piirikivi	0		s
piirikohtunik	0		s
piirikokkulepe	0		s
piirikonflikt	0		s
piirikraav	0		s
piirikupits	0		s
piirikõnelused	0		s
piiriküsimus	0		s
piirilepe	0		s
piirileping	0		s
piirilinlane	0		s
piirilinn	0		s
piiriläbirääkimised	0		s
piirilähedane	0		adj
piirima	0		v
piirimaa	0		s
piirimees	0		s
piirimärk	0		s
piiripealne	0		adj
piiripeenar	0		s
piiripidamatu	0		adj
piiripolitsei	0		s
piiripost	0		s
piiriprotokoll	0		s
piiripääsuke	0		s
piirirežiim	0		s
piiririba	0		s
piiririik	0		s
piiririkkuja	0		s
piiririkkumine	0		s
piirissaar	0		prop
piirissaarlane	0		s
piiristama	0		v
piiristuma	0		v
piiristunud	0		adj
piiritagune	0		adj
piiritaja	0		s
piiritara	0		s
piiriteadus	0		s
piiritlematu	0		adj
piiritletud	0		adj
piiritletus	0		s
piirits	0		s
piiritsoon	0		s
piiritulp	0		s
piiritult	0		adv
piiritunne	0		s
piiritusekanister	0		s
piiritusekuningas	0		s
piirituselahus	0		s
piiritusevabrik	0		s
piiritusevedu	0		s
piirituslahus	0		s
piirituslakk	0		s
piirituslamp	0		s
piiritustehas	0		s
piiritustermomeeter	0		s
piiritustööstus	0		s
piiritusvabrik	0		s
piiritusvein	0		s
piiritähis	0		s
piiritähistus	0		s
piiritõke	0		s
piiritüli	0		s
piirivahejuhtum	0		s
piirivaht	0		s
piirivaldas	0		s
piirivalvekaater	0		s
piirivalvekoer	0		s
piirivalvekordon	0		s
piirivalveohvitser	0		s
piirivalvepatrull	0		s
piirivalvepost	0		s
piirivalvesalk	0		s
piirivalvevägi	0		s
piirivalvur	0		s
piirivarbe	0		prop
piirivöönd	0		s
piiriäärne	0		adj
piiriülene	0		adj
piiriületaja	0		s
piiriületus	0		s
piirjoon	0		s
piirjoonestama	0		v
piirjuht	0		s
piirjuhtum	0		s
piirkasulikkus	0		s
piirkiht	0		s
piirkiirus	0		s
piirkonnainspektor	0		s
piirkonnakomissar	0		s
piirkonnakool	0		s
piirkonnastumine	0		s
piirkonnavolinik	0		s
piirkonniti	0		adv
piirkontsentratsioon	0		s
piirkoormus	0		s
piirkõrgus	0		s
piirlaud	0		s
piirlüliti	0		s
piirmäär	0		s
piirmõõde	0		s
piirmõõtmed	0		s
piirnorm	0		s
piirpind	0		s
piirpinge	0		s
piirpääsuke	0		s
piirsagedus	0		s
piirsalu	0		prop
piirseisund	0		s
piirsituatsioon	0		s
piirsumma	0		s
piirsuurus	0		s
piirteoreem	0		s
piirumi	0		prop
piirväärtus	0		s
piirvõimsus	0		s
piisake	0		s
piisakene	0		s
piisam	0		s
piisamatu	0		adj
piisamatus	0		s
piisamkrae	0		s
piisammutt	0		s
piisamrott	0		s
piisatu	0		adj
piisavus	0		s
piisi	0		prop
piiskagi	0		
piiskama	0		v
piiskhaaval	0		adv,adj
piiskinfektsioon	0		s
piiskkarastus	0		s
piisknakkus	0		s
piiskopiamet	0		s
piiskopikepp	0		s
piiskopikirik	0		s
piiskopilinn	0		s
piiskopilinnus	0		s
piiskopiloss	0		s
piiskopimantel	0		s
piiskopimõis	0		s
piiskopimüts	0		s
piiskopirüü	0		s
piiskopisau	0		s
piiskopitool	0		s
piiskopivägi	0		s
piiskopivõim	0		s
piiskopkond	0		s
piiskoplik	0		adj
piisonhärg	0		s
piisonijaht	0		s
piisonikari	0		s
piisonikütt	0		s
piisonipull	0		s
piissoo	0		prop
piistaoja	0		prop
piistik	0		s
piisu	0		prop
piisupi	0		prop
piisutama	0		v
piisuti	0		s
piit	0		s
piiter	0		prop
piiterlane	0		s
piitsahoop	0		s
piitsakeel	0		s
piitsalöök	0		s
piitsanöör	0		s
piitsapiug	0		s
piitsaplaks	0		s
piitsaplaksutus	0		s
piitsavars	0		s
piitsavihin	0		s
piitsavorp	0		s
piitsjas	0		adj
piitspeen	0		adj
piitspeenike	0		adj
piitsuss	0		s
piitsutama	0		v
piiumetsa	0		prop
piivahe	0		s
pikaaegsem	0		adj
pikaajaliselt	0		adv
pikaajalisem	0		adj
pikaajalisim	0		adj
pikadoor	0		s
pikaealine	0		adj,s
pikaealisus	0		s
pikafookuseline	0		adj
pikahabemeline	0		adj
pikahõlmaline	0		adj
pikajalgne	0		adj
pikajuukseline	0		adj
pikajärve	0		prop
pikakaelaline	0		adj
pikakannu	0		prop
pikakarvaline	0		adj
pikakasvuline	0		adj
pikakiuline	0		adj
pikakoivaline	0		adj
pikakoonuline	0		adj
pikakõrreline	0		adj
pikakõrvaline	0		adj,s
pikaküla	0		prop
pikalaineline	0		adj
pikalakaline	0		adj
pikaldane	0		adj
pikaldaselt	0		adv
pikalehine	0		adj
pikaliasend	0		s
pikaliiva	0		prop
pikaline	0		adj
pikalondiline	0		adj
pikaloomuline	0		adj
pikalt-laialt	0		adv
pikamaabuss	0		s
pikamaajooks	0		s
pikamaajooksja	0		s
pikamaalend	0		s
pikamaamees	0		s
pikamaarakett	0		s
pikamaasuusatamine	0		s
pikamaasõit	0		s
pikamaaujuja	0		s
pikamaaujumine	0		s
pikameelne	0		adj
pikameelselt	0		adv
pikameelsus	0		s
pikaninaline	0		adj
pikanokaline	0		adj
pikantne	0		adj
pikantselt	0		adv
pikantsus	0		s
pikanäpuamet	0		s
pikanäpumees	0		s
pikapatsiline	0		adj
pikapealine	0		adj
pikapäevakool	0		s
pikapäevarühm	0		s
pikapäevataim	0		s
pikardia	0		prop
pikareinu	0		prop
pikareskne	0		adj
pikaripsmeline	0		adj
pikaristi	0		prop
pikarootsuline	0		adj
pikasabaline	0		adj
pikasarveline	0		adj
pikasilla	0		prop
pikasääreline	0		adj
pikasõrmeline	0		adj
pikateraline	0		adj
pikati	0		prop
pikatiivaline	0		adj
pikatoimeline	0		adj
pikatoimelisus	0		s
pikavarbaline	0		adj
pikavarreline	0		adj
pikavarrukaline	0		adj
pikavere	0		prop
pikavillaline	0		adj
pikavuntsiline	0		adj
pikavõitu	0		adj
pikee	0		s
pikeekrae	0		s
pikeepluus	0		s
pikeeriie	0		s
pikeerima	0		v
pikeerimiskast	0		s
pikeerimispiste	0		s
pikeerimispulk	0		s
pikeering	0		s
pikeerkast	0		s
pikeerpulk	0		s
pikeesärk	0		s
pikeetekk	0		s
pikemaaegne	0		adj
pikemaajaline	0		adj
pikemaajalisem	0		adj
pikemaajalisim	0		adj
pikemata	0		adv
pikemini	0		adv
pikend	0		s
pikendaja	0		s
pikendamine	0		s
pikendusmärk	0		s
pikendustoru	0		s
pikergune	0		adj
pikerik	0		adj
piketaaž	0		s
piketeerima	0		v
piketivai	0		s
pikettima	0		v
pikettimine	0		s
pikevere	0		prop
pikiflööt	0		s
pikifreespink	0		s
pikihoone	0		s
pikijoon	0		s
pikikiudu	0		adv
pikikivi	0		s
pikilaine	0		s
pikilatt	0		s
pikiluide	0		s
pikiläbilõige	0		s
pikilõhe	0		s
pikilõige	0		s
pikilõike	0		
pikilõikeuuring	0		s
pikilõng	0		s
pikilööv	0		s
pikimalt	0		adv
pikiorg	0		s
pikipragu	0		s
pikiprofiil	0		s
pikipuri	0		s
pikiribi	0		s
pikirida	0		s
pikisein	0		s
pikisuunaline	0		adj
pikisuund	0		s
pikitala	0		s
pikitelg	0		s
pikitriibuline	0		adj
pikitriip	0		s
pikiuuring	0		s
pikivagu	0		s
pikivahe	0		s
pikivolt	0		s
pikivuuk	0		s
pikivöödiline	0		adj
pikivööt	0		s
pikiõmblus	0		s
pikiõõtsumine	0		s
pikk-kasukas	0		s
pikk-koib	0		s
pikk-kuub	0		s
pikk-kõrv	0		s
pikkamisi	0		adv
pikkamööda	0		adv
pikkel	0		s
pikker	0		s
pikkhöövel	0		s
pikkima	0		v
pikkimiskast	0		s
pikkimispulk	0		s
pikkjärve	0		prop
pikklaine	0		s
pikklaineala	0		s
pikklaineantenn	0		s
pikklaineastmik	0		s
pikklainesaatja	0		s
pikkloibvaal	0		s
pikkmaja	0		s
pikknurme	0		prop
pikkpeeter	0		s
pikksaba	0		s
pikksaba-änn	0		s
pikksilm	0		s
pikksärk	0		s
pikku	0		postp
pikkuim-tuun	0		s
pikkupidi	0		adv
pikkuskasv	0		s
pikkuskraad	0		s
pikkuskriips	0		s
pikkusminut	0		s
pikkusmärk	0		s
pikkusmõõt	0		s
pikkusühik	0		s
pikkvanker	0		s
pikkvõrse	0		s
piklid	0		s
piklikaju	0		s
piklikelliptiline	0		adj
piklikem	0		adj
piklikkus	0		s
piklikmunajas	0		adj
piklikovaalne	0		adj
pikliksüstjas	0		adj
piklikum	0		adj
piknikukorv	0		s
piknikuline	0		s
piknikutekk	0		s
piko	0		
pikofarad	0		s
pikolo	0		s
pikoloflööt	0		s
pikoloklarnet	0		s
pikolomandoliin	0		s
pikraat	0		s
pikriinhape	0		s
pikru	0		prop
pikse-eelne	0		adj
piksehaldjas	0		s
pikseilm	0		s
piksejumal	0		s
piksekaitse	0		s
piksekivi	0		s
piksekärgatus	0		s
piksekõmin	0		s
pikseline	0		adj
pikseloits	0		s
pikselöök	0		s
piksemürin	0		s
piksene	0		adj
piksenool	0		s
piksepalve	0		s
piksepeni	0		s
piksepilv	0		s
pikseraksatus	0		s
piksesähvatus	0		s
piksetabamus	0		s
piksetulekahju	0		s
piksetuli	0		s
piksevarras	0		s
piksevihm	0		s
piksline	0		adj
pikslitihedus	0		s
pikt	0		s
piktograafia	0		s
piktograafiline	0		adj
piktogramm	0		s
pikuke	0		adj
pikukene	0		adj
pikuti	0		adv
pikutine	0		adj
pikva	0		prop
pikša	0		s
pila	0		s
pila-nobel	0		s
pilaff	0		s
pilajutt	0		s
pilak	0		s
pilakaup	0		s
pilalaul	0		s
pilalugu	0		s
pilama	0		v
pilamisi	0		adv
pilanimi	0		s
pilapilt	0		s
pilapiltnik	0		s
pilapood	0		s
pilastama	0		v
pilaster	0		s
pilastus	0		s
pilates	0		s
pilbas	0		s
pilbaskatus	0		s
pilbastama	0		v
pilbastuma	0		v
pilda	0		s
pildaja	0		s
pildama	0		v
pildamine	0		s
pildar	0		s
pildarlus	0		s
pildiaabits	0		s
pildiajakiri	0		s
pildialbum	0		s
pildiandur	0		s
pildiaparaat	0		s
pildifail	0		s
pildigalerii	0		s
pildikast	0		s
pildike	0		s
pildikeel	0		s
pildikene	0		s
pildikogu	0		s
pildikummut	0		s
pildiküla	0		prop
pildileht	0		s
pildiline	0		adj
pildiloto	0		s
pildimasin	0		s
pildimaterjal	0		s
pildinurk	0		s
pildinäidik	0		s
pildinäitus	0		s
pildiotsija	0		s
pildipank	0		s
pildipulk	0		s
pildipunkt	0		s
pildiraam	0		s
pildiraamat	0		s
pildirikas	0		adj
pildirüüstaja	0		s
pildirüüste	0		s
pildisalvestus	0		s
pildisari	0		s
pildiseeria	0		s
pildisein	0		s
pildisensor	0		s
pildistaja	0		s
pildistik	0		s
pildistu	0		s
pildistus	0		s
pildistusobjekt	0		s
pildistustehnika	0		s
pilditahvel	0		s
pilditehnika	0		s
pilditu	0		adj
pilditöötlus	0		s
pilditüli	0		s
pildiväli	0		s
pilduja	0		s
piletiautomaat	0		s
piletihind	0		s
piletiinfo	0		s
piletijärjekord	0		s
piletikassa	0		s
piletikontroll	0		s
piletikontrolör	0		s
piletikonts	0		s
piletimüüja	0		s
piletimüük	0		s
piletiprinter	0		s
piletiraamat	0		s
piletiraha	0		s
piletisaba	0		s
piletitangid	0		s
piletitulu	0		s
piletöör	0		s
pilgar	0		s
pilge	0		s
pilgel	0		adv
pilges	0		adj
pilguheide	0		s
pilgujälgija	0		s
pilgujälgimine	0		s
pilguke	0		s
pilgukontakt	0		s
pilgumagnet	0		s
pilgupüüdja	0		s
pilguteravus	0		s
pilguti	0		adv
pilgutlema	0		v
pilistvere	0		prop
piljardikepp	0		s
piljardikuul	0		s
piljardilaud	0		s
piljardimuna	0		s
piljardimäng	0		s
piljardipall	0		s
piljardisaal	0		s
piljardituba	0		s
pilka	0		prop
pilkaja	0		s,adj
pilkamishimuline	0		adj
pilkamisi	0		adv
pilkane	0		adj
pilkaselt	0		adv
pilkaspime	0		adj,s
pilkaspimedus	0		s
pilkasus	0		s
pilkeajakiri	0		s
pilkealune	0		s
pilkehimuline	0		adj
pilkelaud	0		s
pilkelaul	0		
pilkeleht	0		s
pilkeline	0		adj
pilkeliselt	0		adv
pilkelugu	0		s
pilkeluuletus	0		s
pilkemuie	0		s
pilkenaer	0		s
pilkenimi	0		s
pilkenool	0		s
pilkenoot	0		s
pilkeobjekt	0		s
pilkepilt	0		s
pilkerahe	0		s
pilkesõna	0		s
pilketoon	0		s
pilkkile	0		s
pilkkontakt	0		s
pilkkõhr	0		s
pilklik	0		adj
pilkuma	0		v
pilkumatu	0		adj
pilkupüüdev	0		adj
pilkupüüdvus	0		s
pilkuse	0		prop
pilla-palla	0		adv
pillaja	0		s,adj
pillapalu	0		prop
pillardi	0		prop
pillau	0		prop
pillav	0		adj
pillavalt	0		adv
pillavus	0		s
piller	0		s
pillerkaar	0		s
pillerkaaritama	0		v
pillihelid	0		s
pillikast	0		s
pillikeel	0		s
pilliklahv	0		s
pillikoor	0		s
pillikott	0		s
pillilugu	0		s
pillima	0		v
pillimees	0		s
pillimeister	0		s
pillimäng	0		s
pillimängija	0		s
pillipark	0		s
pillipuhuja	0		s
pilliroogkatus	0		s
pilliroogne	0		adj
pillirookatus	0		s
pillirookepp	0		s
pilliroomatt	0		s
pilliroopadrik	0		s
pillirooplaat	0		s
pilliroosoo	0		s
pilliroosulg	0		s
pillirootihnik	0		s
pillirooturvas	0		s
pilliroovars	0		s
pilliroovile	0		s
pillirooväli	0		s
pillirühm	0		s
pillitama	0		v
pillivaba	0		adj
pilliõpe	0		s
pillutama	0		v
piloodikabiin	0		s
pilootosa	0		s
pilootpall	0		s
pilootprojekt	0		s
pilootuuring	0		s
pilootvaal	0		s
pilotaaž	0		s
piloteerima	0		v
pilotka	0		s
pilpa	0		prop
pilpakatus	0		s
pilpake	0		s
pilpaküla	0		s
pilpanael	0		s
pilsen	0		s
pilsipump	0		s
pilsivesi	0		s
pilsner	0		s
pilss	0		s
piltdiagnostika	0		s
piltene	0		prop
piltetikett	0		s
pilthoiatus	0		s
piltilus	0		adj
piltkaart	0		s
piltkiri	0		s
piltlikkus	0		s
piltlikustama	0		v
piltmark	0		s
piltmärk	0		s
piltmõistatus	0		s
piltnik	0		s
piltpostkaart	0		s
piltselge	0		adj
piltsõnastik	0		s
piltsõnum	0		s
pilttapeet	0		s
piltuudis	0		s
piltvaip	0		s
piluaken	0		s
piluantenn	0		s
piludreen	0		s
piludrenaaž	0		s
pilujas	0		adj
pilukaart	0		s
pilukas	0		s
pilukatik	0		s
pilukaunistus	0		s
pilukil	0		adj,adv
pilukile	0		adv
pilukiri	0		s
pilulamp	0		s
piluli	0		adj,adv
pilumasin	0		s
pilunema	0		v
pilupalistus	0		s
pilupiste	0		s
pilusilm	0		s
pilusilmaline	0		adj
pilusilmi	0		adv
pilusilmil	0		adv
pilusilmne	0		adj
pilutama	0		v
pilutellis	0		s
pilutikand	0		s
pilvandmetöötlus	0		s
pilvealune	0		adj,s
pilveauk	0		s
pilvedeni	0		vrm
pilvedevaheline	0		adj
pilvejoom	0		s
pilvekahl	0		s
pilvekate	0		s
pilveke	0		s
pilvekene	0		s
pilvekiht	0		s
pilvekiik	0		s
pilvekobar	0		s
pilvekoonlad	0		s
pilvekribal	0		s
pilvekuhil	0		s
pilvekübe	0		s
pilvekülv	0		
pilvelaam	0		s
pilvelaev	0		s
pilvelahmakas	0		s
pilvelaigud	0		
pilvelammas	0		s
pilvelinik	0		s
pilveloor	0		s
pilvemass	0		s
pilvemets	0		s
pilvemägi	0		s
pilvemürakas	0		s
pilvemüür	0		s
pilvenarmas	0		s
pilvepank	0		s
pilvepasmas	0		s
pilvepiir	0		s
pilvepilu	0		s
pilvepragu	0		s
pilveraas	0		s
pilverank	0		s
pilveriba	0		s
pilveribad	0		s
pilverodu	0		s
pilveräbal	0		s
pilveränk	0		s
pilverüngas	0		s
pilverünk	0		s
pilvesagar	0		s
pilvesammas	0		s
pilvesein	0		s
pilveserv	0		s
pilvesomp	0		s
pilvestik	0		s
pilvesumu	0		s
pilvesülem	0		s
pilvetagune	0		adj
pilvetaoline	0		adj
pilveteenus	0		s
pilvetehnoloogia	0		s
pilvetekk	0		s
pilvetomp	0		s
pilvetops	0		s
pilvetort	0		s
pilvetriip	0		s
pilvetups	0		s
pilvevaht	0		s
pilvevaip	0		s
pilvevari	0		s
pilveviir	0		s
pilveviirg	0		s
pilvevina	0		s
pilvevine	0		s
pilvevööt	0		s
pilvini	0		vrm
pilvis	0		adv
pilviseim	0		adj
pilvisem	0		adj
pilvitama	0		v
pilvitus	0		s
pilvkate	0		s
pilvteenus	0		s
pimeaken	0		s
pimeala	0		s
pimedaim	0		adj
pimedaksjäämine	0		s
pimedalt	0		adv
pimedam	0		adj
pimedasõit	0		s
pimedavõitu	0		adj
pimedegusteerimine	0		s
pimedik	0		s
pimedusejünger	0		s
pimedusekartus	0		s
pimedusepelgus	0		s
pimeduseriik	0		s
pimedusevürst	0		s
pimedusjünger	0		s
pimeduskartus	0		s
pimeduskate	0		s
pimedusstaadium	0		s
pimehull	0		s
pimekamber	0		s
pimekatse	0		s
pimekiri	0		s
pimekoopia	0		s
pimekurt	0		adj,s
pimekurtus	0		s
pimelahendus	0		s
pimelaskmine	0		s
pimelauatennis	0		s
pimelend	0		s
pimeloom	0		s
pimemaandumine	0		s
pimemale	0		s
pimemassöör	0		s
pimemeetod	0		s
pimendama	0		v
pimendipuu	0		s
pimendus	0		s
pimenduskardin	0		s
pimenduskate	0		s
pimenduskäsk	0		s
pimenema	0		v
piment	0		s
pimeparm	0		s
pimepood	0		s
pimeretsenseerimine	0		s
pimerott	0		s
pimesikk	0		s
pimesikumäng	0		s
pimesilmi	0		adv
pimesimultaan	0		s
pimesimäng	0		s
pimesoolelõikus	0		s
pimesoolepõletik	0		s
pimestatult	0		adv
pimestavalt	0		adv
pimestavhele	0		adj
pimestavsinine	0		adj
