word	freq_rank	proficiency	pos
pehkima	0		v
pehkinud	0		adj
pehkoks	0		s
pehmeim	0		adj
pehmeistmeline	0		adj
pehmejoodis	0		s
pehmejooneline	0		adj
pehmekaaneline	0		adj
pehmekaanestus	0		s
pehmekarvaline	0		adj
pehmekarvane	0		adj
pehmekeelne	0		adj
pehmekelme	0		s
pehmekest	0		s
pehmeksrääkimine	0		s
pehmekäeline	0		adj
pehmekäpaline	0		adj
pehmekõlaline	0		adj
pehmeköiteline	0		adj
pehmelakk	0		s
pehmeleheline	0		adj
pehmelehine	0		adj
pehmeloomuline	0		adj
pehmemaitseline	0		adj
pehmemädanik	0		s
pehmendi	0		s
pehmendus	0		s
pehmendusmärk	0		s
pehmendusvahend	0		
pehmenema	0		v
pehmepaber	0		s
pehmepall	0		s
pehmeportselan	0		s
pehmerobootik	0		s
pehmerobootika	0		s
pehmerobot	0		s
pehmesti	0		adv
pehmesuulagi	0		s
pehmesüdameline	0		adj
pehmetoimeline	0		adj
pehmetooniline	0		adj
pehmeveeline	0		adj
pehmevõitu	0		adj
pehmik	0		s
pehmitama	0		v
pehmo	0		s
pehmostuma	0		v
pehmuma	0		v
pehmumus	0		s
pehmus	0		s
peiar	0		s
peiarlik	0		adj
peibutamine	0		s
peibutus	0		s
peibutusdroon	0		s
peibutushäälitsus	0		s
peibutusjaht	0		s
peibutuslind	0		s
peibutuspart	0		s
peibutuspartlus	0		s
peibutuspilt	0		s
peibutussööt	0		s
peibutusvahend	0		s
peibutusvile	0		s
peide	0		s
peidetult	0		adv
peidukas	0		s
peidul	0		adv
peiduline	0		adj
peidutama	0		v
peiduurgas	0		s
peied	0		s
peiekomme	0		s
peielaud	0		s
peieline	0		s
peiepidu	0		s
peierong	0		s
peieroog	0		s
peiesöök	0		s
peietoit	0		s
peigmeespoiss	0		s
peigmehepoolne	0		adj
peiks	0		s
peil	0		s
peilima	0		v
peiling	0		s
peilingaator	0		s
peilingaatorijaam	0		s
peioote-uimakaktus	0		s
peipsi	0		prop
peipsiveer	0		prop
peipsivenelane	0		s
peipsiääre	0		prop
peisaaž	0		s
peisažist	0		s
peit	0		
peiteaeg	0		s
peitejärk	0		s
peitekreem	0		s
peitel	0		s
peiteldama	0		v
peiteldus	0		s
peiteline	0		adj
peitemäng	0		s
peitenimetus	0		s
peitenimi	0		s
peiteosla	0		s
peiteperiood	0		s
peitepilt	0		s
peitepliiats	0		s
peitepulk	0		s
peitesõna	0		s
peitetehnoloogia	0		s
peitkristalliline	0		adj
peitkristalne	0		adj
peitkujutis	0		s
peitkuritegevus	0		s
peitleid	0		s
peitliigend	0		s
peitlik	0		adj
peitlink	0		s
peitlipea	0		s
peitlitera	0		s
peitlukk	0		s
peitmunand	0		s
peitmunandilisus	0		s
peitpea	0		s
peitpiste	0		s
peitpöör	0		s
peitrasv	0		s
peits	0		s
peitsima	0		v
peitsimislahus	0		s
peitsoojus	0		s
peitsvärv	0		s
peittaim	0		s
peittapp	0		s
peittasku	0		s
peittelik	0		s
peitur	0		s
peitusemäng	0		s
peitvara	0		s
peitveri	0		s
peitvesi	0		s
peitõmblus	0		s
peiu	0		s
peiukodu	0		s
peiulill	0		s
peiupoiss	0		s
peiupoolne	0		adj
peiupõlv	0		s
pejoratiiv	0		s
pejoratiivne	0		adj
pejoratiivsufiks	0		s
pejoratiivsus	0		s
pejë	0		prop
pekaanipähkel	0		s
pekaari	0		s
pekani-hikkoripuu	0		s
pekanipähkel	0		s
pekešš	0		s
pekikamakas	0		s
pekikamar	0		s
pekikaste	0		s
pekikiht	0		s
pekikild	0		s
pekikuubik	0		s
pekikäntsakas	0		s
pekikõrne	0		s
pekiliha	0		s
pekilõik	0		s
pekine	0		adj
peking	0		prop
pekinglane	0		s
pekisiga	0		s
pekisoust	0		s
pekisus	0		s
pekitükk	0		s
pekiviil	0		s
pekkima	0		v
peko	0		prop
peks	0		s
peksja	0		s
pekslema	0		v
pekstav	0		s
peksuhaav	0		s
peksukaristus	0		s
peksukepp	0		s
peksukorv	0		s
peksukott	0		s
peksumasin	0		s
peksunuhtlus	0		s
peksupink	0		s
peksuplats	0		s
peksutrummel	0		s
peksuvermed	0		s
peksuvits	0		s
peksuvorp	0		s
pektiin	0		s
pelaagiline	0		adj
pelagiaal	0		s
pelama	0		v
pelamiid	0		s
pelargoon	0		s
pelargoonium	0		s
pelasg	0		s
peldikupaber	0		s
peldikupott	0		s
peldikusein	0		s
pele	0		interj
peled	0		s
peleriin	0		s
peletav	0		adj
peletavalt	0		adv
peleti	0		s
peletislik	0		adj
peletu	0		adj
peletus	0		s
peletusvahend	0		s
pelg	0		s
pelglik	0		adj
pelglikkus	0		s
pelglikult	0		adv
pelgu	0		adv
pelgulinlane	0		s
pelgulinn	0		prop
pelguma	0		v
pelgur	0		s
pelgurand	0		prop
pelguranna	0		prop
pelgurlik	0		adj
pelgurlus	0		s
pelgus	0		s
peli	0		s
peliit	0		s
pelikan	0		s
pelikanilised	0		s
pelima	0		v
peljupaik	0		s
pell	0		s
pellagra	0		s
peller	0		s
pellet	0		s
pelletikamin	0		s
pelletikatel	0		s
pelletiküte	0		s
pellima	0		v
pelmeenisupp	0		s
pelmeenitaigen	0		s
peloponnesos	0		prop
peloteraapia	0		s
pelsi	0		prop
pelt	0		s
pelts	0		s
peltsebul	0		prop
pelus	0		adv
pelusk	0		s
pelutama	0		v
pelutu	0		adj
pemfigus	0		s
pemmikan	0		s
pen-klubi	0		s
penaadid	0		s
penalt	0		s
penalti	0		s
penaltiseeria	0		s
penang	0		prop
pendeldama	0		v
pendelkell	0		s
pendelliigutused	0		s
pendelmigrant	0		s
pendelmigratsioon	0		s
pendelrong	0		s
pendelrändaja	0		s
pendelränne	0		s
pendelsaag	0		s
pendelteatejooks	0		s
pendeluks	0		s
pendlimees	0		s
peneplaan	0		s
penetratsioon	0		s
penetreerima	0		v
pengö	0		s
penijõe	0		prop
penikeel	0		s
penikoorem	0		s
peningi	0		prop
peninsaari	0		prop
peninukk	0		s
penipaun	0		s
penirüütel	0		s
penitsilliin	0		s
penitsilliinisüst	0		s
penitsilliinravi	0		s
pennal	0		s
penne	0		s
penniinid	0		prop
penniline	0		s
pennine	0		adj,s
pennipuu	0		s
pennsarikas	0		s
pennu	0		s
peno	0		s
penoplast	0		s
pensioneerima	0		v
pensioneeruma	0		v
pensioniavaldus	0		s
pensioniealine	0		adj,s
pensionieelik	0		s
pensionieelne	0		adj
pensionifond	0		s
pensioniiga	0		s
pensionikassa	0		s
pensionikindlustus	0		s
pensionikonto	0		s
pensionileminek	0		s
pensionilisa	0		s
pensionilõhe	0		s
pensionimakse	0		s
pensioniosak	0		s
pensionipäev	0		s
pensionipäevad	0		s
pensionipõli	0		s
pensionipõlv	0		s
pensioniraamat	0		s
pensioniraha	0		s
pensionisaaja	0		s
pensionisammas	0		s
pensioniseadus	0		s
pensionisüsteem	0		s
pensionitaotlus	0		s
pensionitunnistus	0		s
pensioniõigus	0		s
pensioniõiguslik	0		adj
pensionäripõli	0		s
pensionäripõlv	0		s
penskar	0		s
pensnee	0		s
penss	0		s
pensum	0		s
penta	0		
pentaan	0		s
pentaanhape	0		s
pentaeeder	0		s
pentaftaallakk	0		s
pentaftaalvärnits	0		s
pentagoon	0		s
pentagoondodekaeeder	0		s
pentagramm	0		s
pentaloogia	0		s
pentameeter	0		s
pentanool	0		s
pentatoonika	0		s
pentatooniline	0		adj
penthouse	0		s
pentood	0		s
pentoos	0		s
pents	0		s
pentsel	0		s
pentsikuim	0		
pentsikult	0		adv
pentsikum	0		
pentsikus	0		s
penu	0		prop
penuja	0		prop
penza	0		prop
peoehe	0		s
peohoog	0		s
peojuht	0		s
peojärgne	0		adj
peokava	0		s
peoking	0		s
peokleit	0		s
peokorraldaja	0		s
peokutse	0		s
peokuulutus	0		s
peokõne	0		s
peokõneleja	0		s
peokülaline	0		s
peolaud	0		s
peoleo	0		s
peoline	0		s
peolipp	0		s
peolipud	0		s
peolõvi	0		s
peomaja	0		s
peomeeleolu	0		s
peomöll	0		s
peonahk	0		s
peonarkootikum	0		s
peoon	0		s
peoperemees	0		s
peoperenaine	0		s
peopesasuurune	0		adj
peoplats	0		s
peopluus	0		s
peopäev	0		s
peorahvas	0		s
peoriided	0		s
peoriietus	0		s
peorongkäik	0		s
peoroog	0		s
peorõivas	0		s
peorüü	0		s
peosaal	0		s
peoseltskond	0		s
peosärk	0		s
peotantsija	0		s
peoteenindus	0		s
peotelk	0		s
peotoimkond	0		s
peotoit	0		s
peotrall	0		s
peotuju	0		s
peovõõras	0		s
peoõhtu	0		s
peoülikond	0		s
peperoomia	0		s
pepiino	0		s
pepiita	0		s
pepiitamuster	0		s
pepita	0		s
pepitamuster	0		s
peplos	0		s
peplum	0		s
peplumpluus	0		s
peps	0		adj
pepsi-cola	0		prop
pepsiin	0		s
pepsikoola	0		s
pepsilt	0		adv
pepsutama	0		v
peptiid	0		s
peptisatsioon	0		s
peptoon	0		s
pepuli	0		adv
pepupoiss	0		s
pepuvahe	0		s
pepuvahepüksid	0		s
peraküla	0		prop
perametsa	0		prop
perbüroo	0		s
perdaku	0		prop
perea	0		prop
pereajakiri	0		s
pereansambel	0		s
perearstikeskus	0		s
pereauto	0		s
peredvižnik	0		s
peredünaamika	0		s
pereelamu	0		s
pereema	0		s
pereemand	0		s
pereettevõte	0		s
perefarm	0		s
perefilm	0		s
perefirma	0		s
pereheitmine	0		s
pereinimene	0		s
perejäätis	0		s
perekamber	0		s
perekas	0		adj
perekell	0		s
perekeskne	0		adj
perekoer	0		s
perekondlikkus	0		s
perekondlikult	0		adv
perekonnaalbum	0		s
perekonnaarst	0		s
perekonnaasi	0		s
perekonnadraama	0		s
perekonnaeelarve	0		s
perekonnaelu	0		s
perekonnaema	0		s
perekonnafarm	0		s
perekonnafoto	0		s
perekonnahõbe	0		s
perekonnainimene	0		s
perekonnaisa	0		s
perekonnakabel	0		s
perekonnakalmistu	0		s
perekonnakasvatus	0		s
perekonnakirjad	0		s
perekonnakroonika	0		s
perekonnalugu	0		s
perekonnamudel	0		s
perekonnamure	0		s
perekonnamõis	0		s
perekonnanõuandla	0		s
perekonnanõukogu	0		s
perekonnapidu	0		s
perekonnapiibel	0		s
perekonnapilt	0		s
perekonnaportree	0		s
perekonnaprobleem	0		s
perekonnapärimus	0		s
perekonnaring	0		s
perekonnaromaan	0		s
perekonnaseadus	0		s
perekonnaseisuakt	0		s
perekonnaseisuamet	0		s
perekonnaseisuametnik	0		s
perekonnaseisubüroo	0		s
perekonnaseisuosakond	0		s
perekonnasotsioloogia	0		s
perekonnasuhted	0		s
perekonnasõber	0		s
perekonnasündmus	0		s
perekonnatava	0		s
perekonnatraditsioon	0		s
perekonnatuttav	0		s
perekonnatüli	0		s
perekonnavalss	0		s
perekonnavapp	0		s
perekonnaviga	0		s
perekonnaõhtu	0		s
perekonnaõigus	0		s
perekonnaõnn	0		s
perekonnaõpetus	0		s
perekonniti	0		adv
perekonstellatsioon	0		s
perekonstellöör	0		s
perekool	0		s
pereküla	0		prop
perelaps	0		s
perelaud	0		s
perelepitaja	0		s
perelepitus	0		s
pereline	0		adj,s
perelisa	0		s
perelõhkuja	0		s
peremaja	0		s
peremampsel	0		s
peremamsel	0		s
peremeditsiin	0		s
peremeeslind	0		s
peremeesloom	0		s
peremeesorganism	0		s
peremeesrakk	0		s
peremeestaim	0		s
peremehekäsi	0		s
peremehelik	0		adj
peremehelikkus	0		s
peremehelikult	0		adv
peremeheohjad	0		s
peremehesilm	0		s
peremehesõna	0		s
peremehetoon	0		s
peremehetsema	0		v
peremehetu	0		adj
peremehetunne	0		s
peremehetus	0		s
peremeheõigus	0		s
peremudel	0		s
peremure	0		s
peremärk	0		s
perenaiselik	0		adj
perenaiselikkus	0		s
perenaiselikult	0		adv
perenaiseohjad	0		s
perenaiseoskused	0		s
perenaiseseisund	0		s
perenaiseuhkus	0		s
perenaisuke	0		s
perenõuandla	0		s
perenõustaja	0		s
perenõustamine	0		s
perepakk	0		s
perepalat	0		s
perepea	0		s
perepilet	0		s
pereplaneerimine	0		s
perepoeg	0		s
perepoliitika	0		s
pereprobleem	0		s
pereproua	0		s
perepuhkus	0		s
perepuu	0		s
perepärimus	0		s
pererahvas	0		s
pererestoran	0		s
perering	0		s
pereränne	0		s
peresari	0		s
peresi	0		prop
pereside	0		s
peresisene	0		s
peresniga	0		prop
peressaare	0		prop
perestroika	0		s
peresuhted	0		s
peresõber	0		s
peresõbralik	0		adj
peresünnitus	0		s
pereteraapia	0		s
pereti	0		adv
peretoetus	0		s
peretraditsioon	0		s
peretuba	0		s
peretuttav	0		s
peretöö	0		s
peretöötaja	0		s
peretütar	0		s
perevanem	0		s
perevolok	0		prop
perevägivald	0		s
pereväline	0		s
pereväärtused	0		s
pereõde	0		s
pereõendus	0		s
perfekt	0		s
perfektiivne	0		adj
perfektsionism	0		s
perfektsionist	0		s
perfektsionistlik	0		adj
perfo	0		s
perfoauk	0		s
perfoava	0		s
perfokaart	0		s
perfokartoteek	0		s
perfokas	0		s
perfolint	0		s
perfomasin	0		s
perforaator	0		s
perforatsioon	0		s
perforeerima	0		v
perforeering	0		s
perforeeruma	0		v
performance	0		s
performatiivne	0		adj
perfusioon	0		s
perfuusor	0		s
pergamiin	0		s
pergel	0		s
perglima	0		adjg,adv
pergola	0		s
perhüdrool	0		s
peri	0		
periartriit	0		s
periderm	0		s
peridotiit	0		s
perifeeria	0		s
perifeerne	0		adj
perifraas	0		s
perifraseerima	0		v
perifrastiline	0		adj
perigee	0		s
periglatsiaalne	0		adj
periheel	0		s
perikard	0		s
perikardiit	0		s
perikarp	0		s
perikoop	0		s
perikraanium	0		s
perila	0		prop
perimetraalne	0		adj
perimüüs	0		s
perinataalne	0		adj
perinatoloogia	0		s
periodiseerima	0		v
periodiseering	0		s
periodont	0		s
periodontiit	0		s
perioodika	0		s
perioodikakataloog	0		s
perioodikakogu	0		s
perioodikaväljaanne	0		s
perioodiliselt	0		adv
perioodilisus	0		s
perioodilisusseadus	0		s
perioodilisussüsteem	0		s
perioodipilet	0		s
periooditi	0		adv
periost	0		s
periostiit	0		s
peripateetik	0		s
peripateetiline	0		adj
peripeetia	0		s
peripteer	0		s
periskoop	0		s
perisperm	0		s
peristaltika	0		s
peristaltiline	0		adj
peristüül	0		s
peritoneaaldialüüs	0		s
peritoniit	0		s
perjatsi	0		prop
perkal	0		s
perkapund	0		s
perkloorhape	0		s
perkloraat	0		s
perkolaator	0		s
perkolatsioon	0		s,v
perkovets	0		s
perkussioon	0		s
perkussioonivasar	0		s
perkuteerima	0		v
perliit	0		s
perlon	0		s
perlustratsioon	0		s
perlustreerima	0		v
perm	0		s
permaaed	0		s
permakultuur	0		s
permakultuuriaed	0		s
permalloi	0		s
permanentgaas	0		s
permanentmagnet	0		s
permanentne	0		adj
permanentselt	0		adv
permanentsus	0		s
permangaanhape	0		s
permanganaat	0		s
permeaabel	0		adj
permeaablus	0		s
permikomi	0		s
permisküla	0		prop
permjakk	0		s
permutatsioon	0		s
permuteerima	0		v
permutiit	0		s
pernik	0		prop
pernitsioosne	0		adj
peroksidaas	0		s
peroksiid	0		s
peroraalne	0		adj
perosoontsa	0		prop
perovsk	0		prop
perpendikulaarne	0		adj
perpendikulaarselt	0		adv
perpendikulaarsus	0		s
perra	0		adv,postp
perroon	0		s
perseiidid	0		s
persekil	0		adv
persekile	0		adv
perselakkuja	0		s
perselohk	0		s
persetama	0		v
perseveratsioon	0		s
persik	0		s
persikupuu	0		s
persipan	0		s
personaal	0		s
personaalakadeemia	0		s
personaalarvuti	0		s
personaalassistent	0		s
personaalia	0		s
personaalküsimus	0		s
personaalmeditsiin	0		s
personaalnäitus	0		s
personaalpalk	0		s
personaalpangandus	0		s
personaalpension	0		s
personaalpronoomen	0		s
personaalraamat	0		s
personaalseim	0		adj
personaalsem	0		adj
personaalsus	0		s
personaaltreener	0		s
personaaltreening	0		s
personaaltrenn	0		s
personaalunioon	0		s
personaaž	0		s
personalijuht	0		s
personaliosakond	0		s
personaliotsing	0		s
personalipartner	0		s
personalipoliitika	0		s
personaliseerima	0		v
personalism	0		s
personalispetsialist	0		s
personalitöö	0		s
personalitöötaja	0		s
personifikatsioon	0		s
personifitseerima	0		v
persoona	0		s
persoonibränd	0		s
persoonilugu	0		s
perspektiivikaim	0		adj
perspektiivikam	0		adj
perspektiivikus	0		s
perspektiivitus	0		s
perspektiivitustunne	0		s
perspektiiviõpetus	0		s
perspektiivkujutis	0		s
perspektiivne	0		adj
perspektiivplaan	0		s
perspektiivplaneerimine	0		s
perspektiivportaal	0		s
perspektiivseim	0		
perspektiivsem	0		
perspektiivsort	0		s
perspektiivsus	0		s
perspektiivvaade	0		s
perspektivism	0		s
perspiratsioon	0		s
persåker	0		prop
perth	0		prop
pertseptsioon	0		s
pertsipient	0		s
perturbatsioon	0		s
pertussiin	0		s
peru	0		adj
perugia	0		prop
perukas	0		adj
perult	0		adv
perutama	0		v
perutis	0		s
peruulane	0		s
peruvõitu	0		adj
perv	0		s
pervepealne	0		s,adj
perversioon	0		s
perversiteet	0		s
perversselt	0		adv
perverssus	0		s
pervitiin	0		s
pervouralsk	0		prop
perämeri	0		prop
peräpohjola	0		prop
perätammistu	0		prop
pesaalus	0		s
pesaase	0		s
pesaauk	0		
pesaehitus	0		s
pesaelu	0		s
pesahoidja	0		s
pesahülgaja	0		s
pesajas	0		adj
pesajuur	0		s
pesakaamera	0		s
pesakaaslane	0		s
pesakamber	0		s
pesakast	0		s
pesakate	0		s
pesake	0		s
pesakene	0		s
pesakiik	0		s
pesakoht	0		s
pesakonniti	0		adv
pesakoobas	0		s
pesakuhelik	0		s
pesakuhik	0		s
pesakuhil	0		s
pesakuhilas	0		s
pesaleid	0		s
pesalohk	0		s
pesamuna	0		s
pesapaigatruu	0		adj
pesapaik	0		s
pesapakk	0		s
pesapallikurikas	0		s
pesapallimeeskond	0		s
pesapallimäng	0		s
pesapallimängija	0		s
pesapallimüts	0		s
pesapalliväljak	0		s
pesapallivõistlus	0		s
pesapallur	0		s
pesaparasiit	0		s
pesaparasitism	0		s
pesapoeg	0		s
pesapunumine	0		s
pesapuu	0		s
pesapõgeneja	0		s
pesapõhi	0		s
pesaruum	0		s
pesarüüstaja	0		s
pesarüüste	0		s
pesasibul	0		s
pesastama	0		v
pesastuma	0		v
pesatäis	0		s
pesavooderdis	0		s
pesaõõnsus	0		s
pesaõõs	0		s
peseeta	0		s
pesematus	0		s
pesemisaine	0		s
pesemislahus	0		s
pesemisseade	0		s
pesemisvahend	0		s
pesemisvõimalus	0		s
peshkopi	0		prop
pesija	0		s
pesitama	0		v
pesiti	0		adv
pesitiistutus	0		s
pesitikülv	0		s
pesitseja	0		s
pesitsus	0		s
pesitsusaeg	0		s
pesitsusala	0		s
pesitsusareaal	0		s
pesitsusedukus	0		s
pesitsuskoht	0		s
pesitsuskoloonia	0		s
pesitsuslevila	0		s
pesitsuspaar	0		s
pesitsuspaik	0		s
pesitsusperiood	0		s
pesitsusrahu	0		s
pesitsusterritoorium	0		s
pesitsusvõimalus	0		s
pesitsusökoloogia	0		s
peskovegetaarlane	0		s
pess	0		s
pessaar	0		s
pessimism	0		s
pessimistlikem	0		adj
pessimistlikult	0		adv
pessimistlikum	0		adj
pessimum	0		s
pest	0		prop
pestitsiid	0		s
pesto	0		s
pestult	0		adv
pesuaine	0		s
pesubetoon	0		s
pesueht	0		adj
pesuehtne	0		adj
pesuese	0		s
pesugeel	0		s
pesuhari	0		s
pesukaitse	0		s
pesukalts	0		s
pesukann	0		s
pesukapp	0		s
pesukarunahk	0		s
pesukast	0		s
pesukatel	0		s
pesukausitäis	0		s
pesukauss	0		s
pesukindel	0		adj
pesukinnas	0		s
pesukirst	0		s
pesukoda	0		s
pesukollektsioon	0		s
pesukomplekt	0		s
pesukomps	0		s
pesukord	0		s
pesukorv	0		s
pesukuivati	0		s
pesukuivatusplats	0		s
pesukuivatusrest	0		s
pesukumm	0		s
pesukurikas	0		s
pesukäsn	0		s
pesuköök	0		s
pesuküna	0		s
pesula	0		s
pesuladu	0		s
pesulahus	0		s
pesulapp	0		s
pesulasu	0		s
pesulaud	0		s
pesuloputusvahend	0		s
pesulõks	0		s
pesumodell	0		s
pesumood	0		s
pesunaine	0		s
pesunarts	0		s
pesunui	0		s
pesunuustik	0		s
pesunäpits	0		s
pesunõu	0		s
pesunööp	0		s
pesunöör	0		s
pesupaar	0		s
pesupada	0		s
pesupael	0		s
pesupali	0		s
pesupall	0		s
pesupamp	0		s
pesupasta	0		s
pesupesemine	0		s
pesupesija	0		s
pesupink	0		s
pesupulk	0		s
pesupuu	0		s
pesupäev	0		s
pesupähkel	0		s
pesur	0		s
pesuriie	0		s
pesurull	0		s
pesuruum	0		s
pesusamet	0		s
pesuseep	0		s
pesusine	0		s
pesusooda	0		s
pesutorn	0		s
pesutriikija	0		s
pesutänav	0		s
pesutüdruk	0		s
pesutükk	0		s
pesuvahend	0		s
pesuvahetus	0		s
pesuvalgendaja	0		s
pesuvalgendi	0		s
pesuvann	0		s
pesuvesi	0		s
pesuväel	0		adv
pesuväele	0		adv
pesuõmblus	0		s
petaaluse	0		prop
petabait	0		s
petank	0		s
petanker	0		s
petanque	0		s
petard	0		s
petehhia	0		s
peterborough	0		prop
peterburglane	0		s
peterburilane	0		s
peterburlane	0		s
peterhof	0		prop
petersellijuur	0		s
petersellileht	0		s
petetu	0		s
petetus	0		s
petidiin	0		s
petik	0		s
petikaken	0		s
petikarkaad	0		s
petikkaaristu	0		s
petiknišš	0		s
petikuks	0		s
peting	0		s
petipiim	0		s
petislik	0		adj
petitsioon	0		s
petkel	0		s
petlemm	0		prop
petlikkus	0		s
petlikult	0		adv
petmiskatse	0		s
petrakuudi	0		prop
petrodvorets	0		prop
petrogenees	0		s
petroglüüf	0		s
petrograaf	0		s
petrograafia	0		s
petrograafiline	0		adj
petrograd	0		prop
petrogradlane	0		s
petrokeemia	0		s
petrokrepost	0		prop
petrolaatum	0		s
petroloog	0		s
petroloogia	0		s
petrool	0		s
petrooleeter	0		s
petrooleum	0		s
petrooleumigaas	0		s
petrooleumihais	0		s
petrooleumilamp	0		s
petrooleumilatern	0		s
petrooleumimootor	0		s
petrooleumine	0		adj
petrooleumipaak	0		s
petrooleumipriimus	0		s
petrooleumivaat	0		s
petrooleumivalgustus	0		s
petrooleumiving	0		s
petrooleumküte	0		s
petrooleumvalgustus	0		s
petroolilamp	0		s
petroolilatern	0		s
petrooline	0		adj
petropavl	0		prop
petropavlovsk	0		prop
petropavlovsk-kamtšatski	0		prop
petroskoi	0		prop
petroskoilane	0		s
petrovsk	0		prop
petrozavodsk	0		prop
petseri	0		prop
petserimaa	0		prop
petserimaalane	0		s
petserlane	0		s
petska	0		prop
pett	0		s
pettehaak	0		s
pettehaud	0		s
pettejäreldus	0		s
pettekaevik	0		s
pettekas	0		s
pettekaup	0		s
pettekujutelm	0		s
pettekujutlus	0		s
petteliigutus	0		s
pettelootus	0		s
pettelöök	0		s
pettemäng	0		s
pettepilt	0		s
pettevise	0		s
petting	0		s
pettumusenoot	0		s
pettumusevari	0		s
pettumuskibedus	0		s
pettumuslik	0		adj
pettumusnoot	0		s
pettumustunne	0		s
pettumusvalu	0		s
pettunu	0		s
pettunult	0		adv
petturlik	0		adj
petturlus	0		s
pettuslik	0		adj
petujutt	0		s
petukampaania	0		s
petukaup	0		s
petukiri	0		s
petukõne	0		s
petuleht	0		s
petuskeem	0		s
petutarkvara	0		s
petuunia	0		s
petuvärk	0		s
petšeneeg	0		s
petšenga	0		prop
petšora	0		prop
petšorõ	0		prop
peukar	0		s
peć	0		prop
pešmerga	0		s
pfaltskrahv	0		s
pfalz	0		prop
pfas	0		
pfui	0		interj
pg	0		
ph	0		
ph-dieet	0		
ph-meeter	0		s
ph-toitumine	0		s
phd	0		
philipsburg	0		prop
phjongjang	0		prop
phokis	0		prop
phon	0		
phothi	0		prop
phthiotis	0		prop
phuh	0		interj
phuket	0		prop
phuuh	0		interj
phäh	0		interj
phönjan	0		prop
pi-keel	0		s
piaal	0		s
pianiino	0		s
pianism	0		s
pianissimo	0		adv
pianistlik	0		adj
piano	0		adv
pianoola	0		s
piassaava	0		s
piaster	0		s
pibari	0		prop
pibo	0		s
picadillo	0		s
picardie	0		prop
pickleball	0		s
pico	0		prop
pidal	0		s
pidalitõbi	0		s
pidalitõbila	0		s
pidamatu	0		adj
pidamatus	0		s
pidamisala	0		s
pidamismääre	0		s
pidamisteip	0		s
pidavus	0		s
pide	0		s
pideheli	0		s
pidekaar	0		s
pidepael	0		s
pidepunkt	0		s
pidetu	0		adj
pidetult	0		adv
pidetus	0		s
pidevamalt	0		adv
pidevdestillatsioon	0		s
pidevjoon	0		s
pidevsignaal	0		s
pidevspekter	0		s
pidevus	0		s
pidevusetus	0		s
pidevuspunkt	0		s
pidevustik	0		s
pidevusvõrrand	0		s
pidevvalu	0		s
pidevõpe	0		s
piduderohke	0		adj
piduehtes	0		adj
piduehtesse	0		adv
piduhoog	0		s
piduking	0		s
pidukleit	0		s
pidukuub	0		s
pidukõne	0		s
pidukõneleja	0		s
pidula	0		prop
pidula-kuusiku	0		prop
pidulaud	0		s
pidulikem	0		adj
pidulikkus	0		s
pidulikum	0		adj
pidulikustama	0		v
piduline	0		s
pidulipp	0		s
pidumaja	0		s
pidumeeleolu	0		s
pidumöll	0		s
pidune	0		adj
pidupäevameeleolu	0		
pidupäevane	0		adj
pidupäevaselt	0		adv
pidupõll	0		s
pidurdamatu	0		adj
pidurdamatult	0		adv
pidurdamatus	0		s
pidurdamine	0		s
pidurdamisoskus	0		s
pidurdamistehnika	0		s
pidurdatus	0		s
pidurdavalt	0		adv
pidurdus	0		s
pidurdusenergia	0		s
pidurdusjälg	0		s
pidurdusjõud	0		s
pidurduskiirgus	0		s
pidurdusmaa	0		s
pidurdusmoment	0		s
pidurdusmootor	0		s
pidurdusprotsess	0		s
pidurdusseade	0		s
pidurdusseisund	0		s
pidurdustee	0		s
pidurdusteekond	0		s
pidurdusviis	0		s
pidurdusvõime	0		s
pidurefektoorium	0		s
piduriabi	0		s
piduriajam	0		s
piduriided	0		s
piduriietus	0		s
pidurikang	0		s
piduriketas	0		s
piduriklots	0		s
pidurikolb	0		s
pidurikonn	0		s
pidurikraan	0		s
pidurilint	0		s
piduripedaal	0		s
pidurisüsteem	0		s
piduritrummel	0		s
pidurituli	0		s
pidurivedelik	0		s
pidurivoolik	0		s
piduriõli	0		s
piduroog	0		s
pidurõivas	0		s
pidurüü	0		s
pidusaal	0		s
piduselt	0		adv
pidusööming	0		s
pidutoit	0		s
pidutsemine	0		
pidutuju	0		s
piduvõõras	0		s
piduõhtu	0		s
piduõhtuline	0		s
piduülikond	0		s
pidžaamajakk	0		s
pidžaamapidu	0		s
pidžaamapüksid	0		s
pidžin	0		s
pidžineeruma	0		v
pidžinkeel	0		s
pieksämäki	0		prop
pielinen	0		prop
piemonte	0		prop
piercing	0		s
pierrot	0		prop
pieso	0		
piesoefekt	0		s
piesoelekter	0		s
piesoelektriline	0		adj
piesoelement	0		s
piesokvarts	0		s
piesomeeter	0		s
pietarsaari	0		prop
pieteeditundeline	0		adj
pieteeditunne	0		s
pieteet	0		s
pieteetlik	0		adj
pietermaritzburg	0		prop
pietism	0		s
pietist	0		s
pietistlik	0		adj
piff	0		s
pigatasandik	0		s
pigemini	0		adv
pigijas	0		adj
pigikarva	0		adj
pigikatel	0		s
pigikoks	0		s
pigikäpp	0		s
pigilaiksus	0		s
pigilapp	0		s
pigilind	0		s
pigilõng	0		s
pigimatt	0		s
pigimust	0		adj
pigimüts	0		s
pigine	0		adj
piginukk	0		s
pigipõll	0		s
pigisse	0		adv
