word	proficiency	pos
aabits	B1	s
aade	C1	s
aadlik	B2	s
aadress	A1	s
aare	B2	s
aas	B2	s
aasta	A1	s
aastaaeg	B1	s
aastakäik	B2	s
aastakümme	B2	s
aastane	A2	adj
aastapäev	A2	s
aastaringselt	B2	adv
aastasada	B2	s
aastatuhat	B2	s
aastavahetus	B1	s
aatom	B2	s
abi	A1	s
abielluma	A2	v
abielu	A2	s
abielupaar	B1	s
abielus	A2	adv
abikaasa	A1	s
abikõlblik	B2	adj
abil	A2	postp
abiline	B2	s
abinõu	B1	s
abipalve	B2	s
abipolitseinik	B2	s
abistama	B1	v
abitu	B2	adj
abiturient	B2	s
abitus	B2	s
abivahend	B2	s
abivajaja	B2	s
abivalmis	B1	adj
abort	B2	s
absoluutne	B2	adj
absoluutselt	B2	adv
abstraktne	B2	adj
absurd	B2	s
absurdne	B2	adj
adekvaatne	B2	adj
administraator	B1	s
administratiivne	B2	adj
administratsioon	B2	s
admiral	B2	s
adrenaliin	B2	s
adressaat	B2	s
adresseerima	B2	v
aduma	C1	v
advent	B2	s
advokaat	B1	s
aed	A1	s
aednik	B1	s
aedvili	B1	s
aeg	A1	s
aeg-ajalt	A2	adv
aeganõudev	B2	adj
aeglane	A1	adj
aeglaselt	B1	adv
aeglustama	B2	v
aeglustuma	B2	v
aegsasti	C1	adv
aegu	C1	postp
aeguma	B2	v
aegumatu	C1	adj
aeroobika	B1	s
aevastama	B1	v
afäär	B2	s
aga	A1	konj,adv
agar	C1	adj
agaralt	C1	adv
agentuur	B2	s
agressiivne	B1	adj
agressiivselt	B2	adv
agressiivsus	B2	s
agressioon	B2	s
ahastama	C1	v
ahastus	C1	s
ahel	B2	s
ahi	B1	s
ahistama	B2	v
ahistus	C1	s
ahjukartulid	A2	s
ahjuküte	B1	s
ahmima	C1	v
ahne	B2	adj
ahnus	B2	s
ahvatlema	B2	v
ahven	B1	s
ahvima	B2	v
aiandus	B2	s
aimama	C1	v
aina	B2	adv
aine	A2	s
aineline	B2	adj
aines	C1	s
ainestik	B2	s
ainsus	B1	s
ainuke	B1	adj,s
ainukene	B1	adj,s
ainulaadne	B2	adj
ainult	A1	adv
ainus	B1	adj,s
ainuvõimalik	B2	adj
ainuõige	B2	adj
ainuõigus	C1	s
ainuüksi	B2	adv
ait	B2	s
aitama	A1	v
aitäh	A1	interj
ajajärk	B2	s
ajakiri	A2	s
ajakirjandus	A2	s
ajakirjanik	A2	s
ajakohane	B2	adj
ajakohastama	B2	v
ajaleht	A2	s
ajaline	B2	adj
ajaliselt	B2	adv
ajaloolane	B1	s
ajalooline	B1	adj
ajalugu	A2	s
ajama	B1	v
ajapikku	C1	adv
ajastama	B2	v
ajastu	B2	s
ajateenija	B2	s
ajateenistus	B2	s
ajatu	C1	adj
ajavahemik	B1	s
ajaviide	B2	s
ajel	C1	postp
ajend	C1	s
ajendama	C1	v
aju	B1	s
ajupesu	B2	s
ajurünnak	B2	s
ajutine	B1	adj
ajutiselt	B1	adv
ajuvaba	C1	adj
akadeemia	B2	s
akadeemik	B2	s
akadeemiline	B2	adj
aken	A1	s
aknalaud	B1	s
akordion	B1	s
akrediteerima	C1	v
aksessuaar	B2	s
akt	B2	s
aktiivne	A2	adj
aktiivselt	B1	adv
aktiivsus	B1	s
aktiveerima	B2	v
aktivist	B2	s
aktsent	B2	s
aktsepteerima	B2	v
aktseptima	B2	v
aktsia	B1	s
aktsiaselts	B1	s
aktsiis	B2	s
aktsionär	B2	s
aktsioon	B2	s
aktuaalne	B2	adj
aktus	B1	s
aku	B1	s
akulaadija	B1	s
akustiline	B2	adj
akvaarium	B1	s
ala	A2	s
alaealine	B1	s,adj
alahindama	B2	v
alaline	B1	adj
alaliselt	B2	adv
alam	B2	adj,s
alandama	B1	v
alandlik	C1	adj
alandlikkus	C1	s
alandus	C1	s
alanema	B2	v
alarm	B1	s
alasti	B1	adj,adv
alatasa	C1	adv
alateadlik	B2	adj
alateadlikult	B2	adv
alateadvus	B2	s
alates	A2	postp,prep
alati	A1	adv
alatine	B2	adj
alatu	B2	adj
album	A2	s
aldis	C1	adj
alev	B2	s
alevik	B2	s
algaja	B1	s,adj
algama	A1	v
algatama	B1	v
algatus	B1	s
algklass	B1	s
algkool	B1	s
algne	B2	adj
algoritm	B2	s
algselt	B1	adv
algul	B1	adv,postp
algupärane	B2	adj
algus	A1	s
alimendid	B2	s
alistama	B2	v
alistuma	B2	v
alkohol	A2	s
alkoholism	B2	s
alkohoolik	B1	s
all	A1	adv,postp,prep
alla	A1	adv,postp,prep
allahindlus	B1	s
allakirjutanu	B2	s
allakäik	B2	s
allapoole	B1	adv,prep
allee	B2	s
allergia	B1	s
allergiline	B2	adj
alles	B1	adv
allianss	B2	s
allikas	B1	s
allilm	B2	s
alljärgnev	B2	adj,s
allkiri	A2	s
allkirjastama	B2	v
allpool	B1	adv,prep
alluma	B1	v
allutama	B2	v
alluv	B1	s
alluvus	B2	s
allveelaev	B1	s
alpaka	B2	s
alt	A1	adv,postp
altar	B2	s
alternatiiv	B1	s
alternatiivne	B2	adj
althõlma	C1	adv
altkäemaks	B2	s
altpoolt	B1	adv,prep
alumine	A2	adj
alusetu	B2	adj
aluspesu	B1	s
aluspüksid	A2	s
alussärk	B1	s
alustama	A1	v
alustass	B1	s
alustus	B2	s
amatöör	B2	s
ambitsioon	B2	s
ambitsioonikas	B2	adj
ambulatoorne	B2	adj
ameeriklane	A2	s
amet	A2	s
ametijuhend	B2	s
ametikoht	B1	s
ametiühing	B2	s
ametlik	B1	adj
ametlikult	B1	adv
ametnik	B1	s
amfetamiin	B2	s
ammendama	B2	v
ammenduma	B2	v
ammu	A2	adv
ammune	B2	adj
ammutama	B2	v
analoogne	B2	adj
analüüsima	B1	v
analüütik	B2	s
analüütiline	B2	adj
ananass	A2	s
anarhia	B2	s
anatoomia	B2	s
and	C1	s
andekas	B1	adj
andekus	B2	s
andestama	B1	v
andestus	B2	s
andma	A1	v
andmebaas	B2	s
andmed	A2	s
anduma	C1	v
andur	B2	s
anekdoot	B1	s
angerjas	B1	s
angiin	B1	s
animatsioon	B2	s
ankeet	B1	s
ankur	B2	s
anne	B2	s
annetaja	B2	s
annetama	B2	v
annetus	B2	s
annus	B1	s
anonüümne	B2	adj
anonüümsus	B2	s
ansambel	A2	s
antenn	B1	s
antibiootikum	B1	s
antikeha	B2	s
antiloop	B2	s
antonüüm	B2	s
anum	B2	s
anuma	C1	v
aparaat	B2	s
aparatuur	B2	s
apelsin	A1	s
apelsinimahl	A2	s
aplaus	B2	s
apostel	B2	s
appi	A1	adv,interj
aprikoos	B1	s
aprill	A1	s
aps	C1	s
apsakas	C1	s
apteek	B1	s
apteeker	B1	s
arbuus	A1	s
areen	B2	s
arendama	B1	v
arendus	B2	s
arendustöö	B2	s
arenema	B1	v
areng	A2	s
arest	B2	s
arestima	B2	v
aretama	B2	v
arg	B1	adj
argipäev	B2	s
arglik	B2	adj
argpüks	B1	s
argument	B2	s
argumenteerima	B2	v
argus	C1	s
arhailine	B2	adj
arheoloog	B2	s
arheoloogiline	B2	adj
arhiiv	B1	s
arhitekt	A2	s
arhitektuur	B2	s
arhitektuurne	B2	adj
aristokraat	B2	s
arm	B1	s
armas	A2	adj,s
armastama	A1	v
armastus	A1	s
armastusväärne	B2	adj
armee	B1	s
armetu	C1	adj
armukade	B2	adj
armukadedus	B2	s
armuke	B1	s
armulaud	B2	s
armuma	B1	v
aroom	B2	s
arreteerima	B2	v
arsenal	B2	s
arst	A1	s
artikkel	A2	s
artist	B1	s
aruandlus	B2	s
aruanne	B1	s
arukas	B1	adj
arusaadav	B1	adj
arusaam	B1	s
arusaamatu	B1	adj
arusaamatus	B2	s
arust	B2	postp
arutama	A2	v
arutamine	B1	s
arutelu	B1	s
arutlema	B1	v
arutlus	B1	s
arutu	C1	adj
arutus	B2	s
arv	A1	s
arvama	A1	v
arvamus	A2	s
arvatavasti	B1	adv
arve	A2	s
arvel	B2	postp,adv
arveldama	B2	v
arveldus	C1	s
arveldusarve	B2	s
arvelduskonto	B2	s
arvele	B2	postp,adv
arvelt	B2	postp,adv
arvestama	B1	v
arvesti	B2	s
arvestus	B1	s
arvestuslik	B2	adj
arvukalt	B2	adv
arvukas	B2	adj
arvukus	B2	s
arvustama	B2	v
arvustus	B2	s
arvutama	B1	v
arvuti	A1	s
arvutimäng	A2	s
arvutioskus	B1	s
arvutus	B2	s
ase	C1	s
aseesimees	B2	s
asemel	B1	adv,postp
asemele	B1	adv,postp
asend	B2	s
asendama	B1	v
asendamatu	B2	adj
asenduma	B2	v
asetama	B1	v
asetsema	C1	v
asetus	B2	s
asetäitja	B2	s
asfalt	B1	s
asi	A1	s
asjaajamiskeel	B2	s
asjakohane	B2	adj
asjalik	B1	adj
asjaolu	B1	s
asjaomane	B2	adj,s
asjaosaline	C1	s
asjata	B2	adv,adj
asjatu	C1	adj
asjatult	B2	adv
asjatundja	B1	s,adj
asjatundlik	B2	adj
askeldama	C1	v
asotsiaal	B2	s
aspekt	B2	s
assamblee	B2	s
assistent	B2	s
aste	B1	s
asteroid	B2	s
astma	B2	s
astmeline	B2	adj
astroloogia	B2	s
astronaut	B2	s
astronoom	B2	s
astronoomia	B2	s
astuma	B1	v
asukas	B2	s
asukoht	B1	s
asula	B2	s
asum	B2	s
asuma	A1	v
asundus	B2	s
asupaik	B2	s
asustama	B2	v
asustus	B2	s
asutama	B1	v
asutus	B1	s
ateist	B2	s
atesteerima	B2	v
atleet	B2	s
atmosfäär	B2	s
atraktiivne	B2	adj
au	B1	s
auahne	B2	adj
auasi	B2	s
auaste	B2	s
audiitor	B2	s
audit	B2	s
auditoorium	B2	s
august	A1	s
auhind	B1	s
auhindama	B2	v
auk	A2	s
aukartus	B2	s
aukiri	B2	s
auklik	B2	adj
aula	B1	s
auliige	B2	s
aumärk	B2	s
aur	B2	s
aura	B2	s
aus	A2	adj
ausalt	A2	adv
ausammas	B2	s
austaja	B2	s
austama	B1	v
austatud	B1	adj
austus	B1	s
ausus	B2	s
ausõna	B2	s
autasu	B2	s
autasustama	B2	v
autentne	B2	adj
auto	A1	s
autogramm	B2	s
autojuht	A2	s
autokool	B1	s
automaat	B1	s
automaatne	B1	adj
autonoomia	B2	s
autonoomne	B2	adj
autopesula	B1	s
autor	A2	s
autoritaarne	B2	adj
autoriteet	B2	s
autoriteetne	B2	adj
autoriõigus	B2	s
autoteenindus	B1	s
auväärne	B2	adj
ava	B2	s
avaldama	B1	v
avalduma	B1	v
avaldus	A2	s
avalik	B1	adj
avalik-õiguslik	B2	adj
avalikkus	B2	s
avalikult	B1	adv
avalikustama	B1	v
avama	A2	v
avameelne	B2	adj
avamine	B1	s
avanema	B1	v
avar	B1	adj
avardama	B2	v
avarii	A2	s
avarus	B2	s
avastama	B1	v
avastus	B2	s
avatus	B2	s
avokaado	B1	s
baar	A2	s
baarmen	B1	s
baas	B2	s
bakalaureus	B2	s
bakter	B1	s
baleriin	B1	s
ball	B2	s
ballaad	B2	s
ballett	B1	s
banaan	A1	s
bandiit	B2	s
bankett	B2	s
barjäär	B2	s
baseeruma	B2	v
bass	B2	s
bassein	B2	s
beebi	B1	s
beež	A2	adj,s
bensiin	A1	s
bensiinijaam	A2	s
betoon	B1	s
biennaal	B2	s
bikiinid	B1	s
bilanss	B2	s
biljon	B2	num
binokkel	B2	s
biograafia	B2	s
bioloogia	B1	s
blankett	B1	s
blender	B1	s
blogi	B2	s
blogima	B2	v
blokeerima	B2	v
blokk	B2	s
blond	B1	adj,s
boks	B2	s
boonus	B2	s
borš	A1	s
boss	B2	s
botas	B2	s
brauser	B2	s
breketid	B2	s
broiler	B1	s
brokoli	B1	s
broneerima	B1	v
broneering	B2	s
bränd	B2	s
brändi	B2	s
brünett	B1	adj,s
budism	B2	s
buss	A1	s
bussijaam	A2	s
bussijuht	A2	s
bussipeatus	B1	s
bussipilet	A2	s
buum	B2	s
bänd	A2	s
börs	B2	s
bürokraat	B2	s
bürokraatia	B2	s
bürokraatlik	B2	adj
büroo	B1	s
daalia	B2	s
daam	A2	s
dattel	B2	s
debatt	B2	s
debüüt	C1	s
deebetkaart	B2	s
deemon	B2	s
defekt	B2	s
defineerima	C1	v
definitsioon	B2	s
defitsiit	B2	s
deklaratsioon	B2	s
deklareerima	B2	v
dekoratiivne	B2	adj
dekoratsioon	B2	s
delegaat	B2	s
delegatsioon	B1	s
delegeerima	B2	v
delfiin	B2	s
delikaatne	B2	adj
demograafiline	B2	adj
demokraat	B2	s
demokraatia	B1	s
demokraatlik	B1	adj
demonstratsioon	B2	s
demonstreerima	B2	v
deposiit	B2	s
depressioon	B2	s
detail	A2	s
detailne	B2	adj
detailselt	B2	adv
detektiiv	B2	s
detsember	A1	s
diabeet	B2	s
diagnoos	B2	s
diagnoosima	B2	v
diagonaal	B2	s
dialoog	B1	s
diameeter	B2	s
dieet	B1	s
digiallkiri	B1	s
digitaalne	B1	adj
diiler	B2	s
diisel	B2	s
diislikütus	B1	s
diivan	A1	s
diktaator	B2	s
diktatuur	B2	s
dikteerima	B2	v
dilemma	B2	s
dinosaurus	B2	s
diplom	B1	s
diplomaat	B1	s
diplomaatia	B2	s
diplomaatiline	B1	adj
direktiiv	B2	s
direktor	A1	s
dirigeerima	B2	v
dirigent	B1	s
disain	B1	s
disainer	B1	s
disainima	B2	v
diskrimineerima	B2	v
diskussioon	B1	s
diskuteerima	B2	v
dissident	B2	s
distants	B1	s
distsipliin	B2	s
dividend	B2	s
divisjon	B2	s
dogma	B2	s
doktor	A2	s
doktoritöö	B2	s
doktriin	B2	s
dokument	A2	s
dokumentatsioon	B2	s
dokumenteerima	B2	v
dollar	A1	s
domeen	B2	s
domineerima	B2	v
doonor	B2	s
doos	B2	s
doping	B2	s
dotsent	B2	s
draakon	B2	s
draama	B1	s
dramaatiline	B2	adj
drastiline	C1	adj
dressid	A2	s
duell	B2	s
duett	B2	s
dušigeel	A2	s
dušinurk	A2	s
dušš	A1	s
dünaamika	B2	s
dünaamiline	B2	adj
dünastia	B2	s
džemper	A2	s
džäss	B2	s
e-kiri	A2	s
e-post	A2	s
eakaaslane	B2	s
eakas	B2	adj,s
eales	C1	adv
ebaaus	B1	adj
ebaedu	C1	s
ebaharilik	B1	adj
ebakindel	B1	adj
ebakindlus	B1	s
ebakõla	C1	s
ebaloomulik	B2	adj
ebameeldiv	A2	adj
ebameeldivus	B2	s
ebamugav	B1	adj
ebamugavus	B2	s
ebamäärane	B2	adj
ebaoluline	B1	adj
ebapiisav	B1	adj
ebaseaduslik	B1	adj
ebaselge	B1	adj
ebasobiv	B1	adj
ebasoodne	B2	adj
ebasoovitav	B2	adj
ebastabiilsus	B2	s
ebatavaline	B1	adj
ebatervislik	B1	adj
ebatäpsus	B2	s
ebatõenäoline	B2	adj
ebaviisakas	B1	adj
ebavõrdne	B2	adj
ebavõrdsus	B2	s
ebaõiglane	B1	adj
ebaõiglus	B2	s
ebaõnn	B2	s
ebaõnnestuma	B1	v
edasi	A1	adv
edasi-tagasi	B1	adv
edasiminek	B2	s
edasine	B2	adj
edaspidi	B1	adv
edaspidine	B2	adj
edel	B1	s
edendama	B2	v
edenema	B2	v
edestama	B2	v
edetabel	B2	s
edev	C1	adj
edevus	C1	s
edu	A2	s
edukalt	B1	adv
edukamalt	B2	adv
edukas	B1	adj
edukus	B2	s
edumeelne	B2	adj,s
edusamm	B2	s
edutama	B2	v
edvistama	C1	v
eel	B1	postp
eelarvamus	B1	s
eelarve	B1	s
eelarveline	B2	adj
eeldama	B1	v
eeldatavasti	C1	adv
eeldus	B1	s
eelis	B1	s
eelistama	B1	v
eelistus	A2	s
eelkõige	B1	adv
eelmainitud	B2	adj
eelmine	A1	adj
eelmüük	B2	s
eelnema	B1	v
eelnev	B2	adj
eelnevalt	B2	adv
eelnõu	B2	s
eelolev	B2	adj
eelpool	B2	adv
eelroog	B1	s
eelseisev	B2	adj
eeltöö	B2	s
eelviimane	B1	adj
eemal	A2	adv
eemaldama	B1	v
eemalduma	B2	v
eemale	B1	adv
eemalt	B2	adv
ees	A1	adv,postp
eesel	B1	s
eesistuja	B2	s
eesistumine	B2	s
eeskiri	B1	s
eeskuju	B1	s
eeskujulik	B2	adj
eeskätt	B1	adv
eesmärk	A2	s
eesnimi	A1	s
eesotsas	B1	postp,adv
eespool	B1	prep,adv
eessõna	B2	s
eest	A1	postp,adv
eesti	A1	adjg
eestikeelne	A2	adj
eestimaalane	B2	s
eestimaine	B2	adj
eestkoste	C1	s
eestkostja	C1	s
eestlane	A1	s
eestlus	B2	s
eestpoolt	B1	adv,prep
eestvedaja	B2	s
eestvõttel	C1	postp
eesõigus	B2	s
eeter	B2	s
eeterlik	B2	adj
eetiline	B2	adj
efekt	B1	s
efektiivne	B1	adj
efektne	B2	adj
ega	A2	konj,adv
ego	B2	s
ehe	B2	adj
ehitaja	A2	s
ehitama	A1	v
ehitamine	B1	s
ehitis	B1	s
ehitus	A2	s
ehk	A2	adv,konj
ehkki	B1	konj
ehmatama	B1	v
ehmatus	B2	s
ehmuma	B2	v
ehtima	B2	v
ehtne	B2	adj
ei	A1	adv,interj
eile	A1	adv
eilne	B1	adj,s
eine	B2	s
eirama	C1	v
eit	B2	s
eitama	B1	v
eitav	B2	adj
eitus	B2	s
ekraan	A2	s
eks	A2	adv
eksam	A2	s
eksemplar	B2	s
eksiil	C1	s
eksima	B1	v
eksimus	B2	s
eksisteerima	B2	v
eksistents	C1	s
eksistentsiaalne	C1	adj
eksitama	B2	v
eksitus	B1	s
eksklusiivne	B2	adj
ekskursioon	A2	s
ekslema	B2	v
ekslik	B2	adj
ekslikult	B2	adv
eksootiline	B2	adj
ekspeditsioon	B2	s
eksperiment	B2	s
eksperimentaalne	B2	adj
eksperimenteerima	B2	v
ekspert	B1	s
ekspertiis	B2	s
eksponaat	B2	s
eksponeerima	B2	v
eksport	B2	s
eksportima	B2	v
ekspositsioon	B2	s
ekstrakt	B2	s
ekstreemne	B2	adj
elama	A1	v
elamisluba	A2	s
elamispind	B2	s
elamistingimused	B2	s
elamu	B1	s
elamus	B2	s
elanik	A2	s
elanikkond	B1	s
elastne	B2	adj
elatama	C1	v
elatis	B2	s
elatustase	B2	s
elavdama	B2	v
elavnema	B2	v
elegantne	B2	adj
elekter	A2	s
elektrik	B1	s
elektriküte	B1	s
elektrilühis	B2	s
elektripliit	B1	s
elektriseade	B2	s
elektroonika	B1	s
elektrooniline	B1	adj
element	B1	s
elementaarne	B2	adj
elevant	B1	s
elevil	C1	adj,adv
elevile	C1	adv
elevus	C1	s
eliit	B2	s
elitaarne	B2	adj
elu	A1	s
eluaegne	B2	adj
eluase	B2	s
eluhoiak	B2	s
eluiga	B2	s
elujõuline	B2	adj
elukaaslane	B1	s
elukas	C1	s
elukeskkond	B2	s
elukestev	B2	adj
elukoht	A2	s
elukutse	B1	s
elukutseline	B2	adj,s
elulaad	B2	s
eluline	B2	adj
eluliselt	B2	adv
elulookirjeldus	B1	s
elulugu	B1	s
elund	B2	s
eluohtlik	B1	adj
eluruum	B1	s
elurõõmus	B2	adj
elus	A2	adj
elustama	B2	v
elutsema	B2	v
elutu	B2	adj
elutuba	A2	s
eluviis	B1	s
eluvõõras	B2	adj
ema	A1	s
emadepäev	B1	s
emakas	B2	s
emakeel	A1	s
emane	B1	adj,s
emapalk	B2	s
emapuhkus	B2	s
emiteerima	B2	v
emotsionaalne	B1	adj
emotsionaalsus	B2	s
emotsioon	B1	s
empaatia	B2	s
empiiriline	C1	adj
enam	A2	adv
enam-vähem	B1	adv
enamasti	B1	adv
enamik	B1	s
enamjaolt	B2	adv
enampakkumine	B2	s
enamus	B1	s
endamisi	B2	adv
endastmõistetav	C1	adj
endine	B1	adj
endiselt	B1	adv
energeetika	B2	s
energeetiline	B2	adj
energia	A2	s
energiaallikas	B2	s
energiasäästlik	B2	adj
energiline	B1	adj
enesehinnang	B2	s
enesekehtestamine	C1	s
enesekindel	B1	adj
enesekindlus	B1	s
eneseküllane	C1	adj
enesestmõistetav	C1	adj
enesetapp	B2	s
eneseteadlik	C1	adj
eneseteadvus	B2	s
eneseteostus	C1	s
enesetunne	B1	s
enesetäiendamine	B2	s
eneseusk	B2	s
eneseväljendus	B2	s
eneseväärikus	B2	s
ennatlik	B2	adj
enne	A1	adv,prep
enneaegne	B2	adj,s
ennekuulmatu	C1	adj
ennekõike	B2	adv
ennelõuna	B2	s
ennem	B2	adv
ennemuistne	C1	adj
enneolematu	C1	adj
ennetama	B2	v
ennetus	B2	s
ennetähtaegne	B2	adj
ennustama	B1	v
ennustus	B2	s
ent	B2	konj
entsüklopeedia	B2	s
entusiasm	B2	s
entusiast	B2	s
epideemia	B2	s
episood	B2	s
eraelu	B1	s
eraisik	B2	s
eraklik	C1	adj
erakogu	B2	s
erakond	B1	s
erakool	B1	s
erakordne	B2	adj
erakordselt	B2	adv
erakorraline	B1	adj
eraldama	B1	v
eraldatus	B2	s
eraldi	A2	adj,adv
eraldis	B2	s
eralduma	B2	v
eramaa	B1	s
eramaja	B1	s
eramu	B2	s
erand	B1	s
eranditult	B2	adv
erandkorras	B2	adv
erandlik	B2	adj
eraomand	B2	s
erapooletu	B1	adj
erastama	B2	v
eratund	B1	s
eraõiguslik	B2	adj
ere	B2	adj
ergas	C1	adj
ergutama	B2	v
eri	A2	adj
eriala	A2	s
erialane	B1	adj
eriarst	B2	s
eriarvamus	B2	s
erikool	B2	s
eriline	A2	adj
eriliselt	B2	adv
erimeelsus	B2	s
erinema	B1	v
erinev	A1	adj
erinevalt	B1	adv
erinevus	B1	s
eriolukord	B2	s
eriotstarbeline	B2	adj
eripära	B1	s
eripärane	B2	adj
eristama	B1	v
eristuma	B2	v
erisugune	B2	adj
erisus	B2	s
eritama	B2	v
eriti	A2	adv
erivajadus	B2	s
erk	B2	adj,s
erootiline	B2	adj
erutama	B2	v
erutus	B2	s
ese	B1	s
esialgne	B1	adj
esialgu	B1	adv
esietenduma	B2	v
esietendus	B2	s
esik	A2	s
esikoht	B1	s
esile	B1	adv
esilinastuma	B2	v
esilinastus	B2	s
esimees	B1	s
esimene	A1	num,adj
esindaja	B1	s
esindama	B1	v
esindatus	B2	s
esindus	B1	s
esinduslik	B2	adj
esineja	B1	s
esinema	A2	v
esinemine	B1	s
esiplaanil	B2	adv
esiplaanile	B2	adv
esirinnas	B2	adv
esitama	B1	v
esiteks	B1	adv
esitlema	B1	v
esitlus	B2	s
esitus	B1	s
esivanem	B2	s
esmaabi	B1	s
esmajoones	C1	adv
esmakordne	B2	adj
esmakordselt	B1	adv
esmalt	B1	adv
esmane	B1	adj
esmaspäev	A1	s
esmatähtis	B2	adj
essee	B2	s
esteetika	B2	s
esteetiline	B2	adj
et	A1	konj
etapp	A2	s
etendama	B2	v
etendus	B1	s
etikett	B2	s
etniline	B2	adj
ette	A1	adv,postp
ettearvamatu	B2	adj
etteaste	B2	s
etteheide	B2	s
ettekandja	A2	s
ettekanne	A2	s
ettekirjutus	B2	s
ettekujutus	B1	s
ettekääne	B2	s
ettemaks	B2	s
ettemakse	B2	s
ettenägelik	B2	adj
ettenägematu	B2	adj
ettenähtud	B2	adj
ettepanek	A2	s
ettepoole	B1	adv,prep
ettevaatlik	A2	adj
ettevaatlikkus	B2	s
ettevaatlikult	B1	adv
ettevaatus	B1	s
ettevalmistus	B1	s
ettevõte	A2	s
ettevõtja	B1	s
ettevõtlik	B2	adj
ettevõtlikkus	B2	s
ettevõtlus	B2	s
ettevõtmine	B1	s
etteütlus	B2	s
eufooria	C1	s
euro	A1	s
eurone	B1	adj,s
eurooplane	B1	s
evakueerima	B2	v
evangeelium	B2	s
evolutsioon	B2	s
faas	B2	s
fail	B1	s
fakt	A2	s
faktiline	B2	adj
faktor	B2	s
fanaatik	B2	s
fantaasia	B2	s
fantaseerima	B2	v
fantastiline	B2	adj
farm	B1	s
fassaad	B2	s
favoriit	B2	s
feminist	B2	s
fenomen	B2	s
festival	A2	s
figureerima	B2	v
figuur	B2	s
fikseerima	B2	v
fiktiivne	B2	adj
filiaal	B2	s
film	A1	s
filmima	B1	v
filoloog	B2	s
filoloogia	B2	s
filosoof	B2	s
filosoofia	B2	s
filosoofiline	B2	adj
filter	B2	s
finaal	B1	s
finalist	B2	s
finiš	B1	s
firma	A1	s
flamingo	B2	s
flööt	B1	s
folkloor	B2	s
fond	A2	s
fookus	B2	s
foolium	B2	s
foorum	B2	s
forell	A2	s
formaalne	B2	adj
formaalselt	B2	adv
formaalsus	B2	s
formaat	B2	s
formuleerima	B2	v
foto	A1	s
fotoaparaat	A2	s
fotograaf	A2	s
fraas	B2	s
fraktsioon	B2	s
friikartulid	B1	s
frikadell	B1	s
fuajee	B2	s
fundamentaalne	C1	adj
funktsionaalne	B2	adj
funktsionaalsus	B2	s
funktsioneerima	B2	v
funktsioon	B1	s
fänn	B1	s
föderatsioon	B2	s
föön	A2	s
füsioloogiline	B2	adj
füüsik	B2	s
füüsika	B1	s
füüsikaline	B2	adj
füüsiline	B1	adj
füüsiliselt	B2	adv
gaas	A2	s
gaasiküte	B1	s
gaasipliit	B1	s
galaktika	B2	s
galerii	B1	s
garaaž	B1	s
garanteerima	B1	v
garantii	A2	s
garantiiaeg	B1	s
garderoob	A2	s
geen	B2	s
geenius	B2	s
gei	B2	s,adj
geneetiline	B2	adj
generaator	B2	s
generatsioon	C1	s
genereerima	B2	v
geniaalne	B2	adj
genotsiid	B2	s
geograafia	B1	s
geoloog	B2	s
geoloogiline	B2	adj
geomeetriline	B2	adj
gepard	B2	s
giid	B1	s
gladiool	B2	s
glamuurne	B2	adj
globaalne	B2	adj
globaliseeruma	B2	v
gloobus	B2	s
glükoos	B2	s
golf	B2	s
graafik	B1	s
graafika	B2	s
graafiline	B2	adj
gramm	B1	s
grammatika	A1	s
granaatõun	B1	s
graniit	B2	s
greip	A2	s
grill	B1	s
grillima	B1	v
grillkana	B1	s
grimass	B2	s
gripp	B1	s
grupeering	B2	s
grupp	A1	s
guugeldama	B2	v
gümnaasium	A2	s
gümnasist	B2	s
haab	B2	s
haagis	B2	s
haaknõel	B1	s
haakuma	C1	v
haamer	B1	s
haarama	B2	v
haare	B2	s
haav	B1	s
haaval	C1	adv,postp
haavama	B2	v
haavand	B2	s
habe	A2	s
habemeajamisaparaat	B1	s
habemeajamisvaht	B1	s
habras	C1	adj
hagema	C1	v
hagi	B2	s
hai	B1	s
haige	A2	adj,s
haigekassa	B1	s
haigestuma	B2	v
haigla	A2	s
haiglane	B2	adj
haigus	A2	s
haigusleht	B1	s
haigutama	B2	v
haihtuma	C1	v
hais	B1	s
haisema	B2	v
hajameelne	C1	adj
hajameelsus	B2	s
hajuma	C1	v
hajutama	C1	v
hakkaja	B2	adj
hakkama	A1	v
hakkima	B2	v
hakkliha	A2	s
hakul	C1	postp
hala	C1	s
halama	C1	v
halastama	B2	v
halastamatu	B2	adj
halastus	B2	s
halb	A1	adj,s
haldama	B2	v
haldjas	B2	s
haldur	B2	s
haldus	B2	s
haldusala	B2	s
hale	B2	adj
haljastus	B2	s
hall	A1	adj,s
hallitus	B2	s
halloo	A1	interj
halvama	B2	v
halvasti	A2	adv
halvatus	B2	s
halvendama	B2	v
halvenema	B1	v
halvustama	B2	v
hambaarst	A1	s
hambahari	A2	s
hambapasta	A2	s
hambavalu	A2	s
hamburger	A2	s
hammas	A1	s
hammustama	B1	v
hamster	B1	s
hanepoeg	B1	s
hang	B2	s
hange	B2	s
hani	A2	s
hankima	B1	v
hantel	B2	s
hape	B2	s
hapnik	B2	s
happeline	B2	adj
hapu	B1	adj
hapukapsas	B1	s
hapukas	B2	adj
hapukoor	A1	s
hapukurk	A2	s
harakas	B1	s
harf	B2	s
hargnema	B2	v
hari	A2	s
