word	proficiency	pos
ligemale	B2	adv
ligi	B1	adv,postp,prep
ligidal	B2	adv,postp
ligidale	B2	adv,postp
ligidalt	B2	adv,postp
ligikaudne	B2	adj
ligikaudu	B1	adv
liginema	B2	v
ligipääs	B2	s
liha	A1	s
lihapall	B1	s
lihas	B1	s
lihavõtted	B1	s
lihavõttepühad	B1	s
lihtne	A1	adj
lihtsakoeline	C1	adj
lihtsalt	A1	adv
lihtsameelne	B2	adj,s
lihtsasti	B1	adv
lihtsus	B2	s
lihtsustama	B2	v
lihvima	B2	v
liialdama	B2	v
liialdus	B2	s
liialt	B2	adv
liiane	B2	adj
liider	B1	s
liides	B2	s
liiga	A1	adv
liige	A2	s
liigendama	B2	v
liiges	B2	s
liigitama	B2	v
liigne	B1	adj
liigselt	B2	adv
liigutama	B1	v
liigutav	C1	adj
liigutus	B1	s
liik	B1	s
liiklema	B2	v
liiklus	B1	s
liikluskindlustus	B2	s
liiklusmärk	B1	s
liiklusõnnetus	B1	s
liikuma	A1	v
liikuvus	B2	s
liikvel	B2	adv
liikvele	B2	adv
liilia	B2	s
liim	B1	s
liimima	B1	v
liin	A2	s
liisima	B2	v
liising	B2	s
liisk	B2	s
liit	A2	s
liiter	A1	s
liitlane	B2	s
liitma	A2	v
liitrine	B1	adj
liitsõna	B1	s
liituma	B1	v
liitumisläbirääkimised	B2	s
liiv	B1	s
liivakast	B2	s
liivavorm	B2	s
likvideerima	B2	v
liköör	B2	s
lill	A1	s
lilla	A2	adj,s
lilleline	B2	adj
lillepärg	B2	s
lillkapsas	B1	s
limaskest	B2	s
limiit	B2	s
limonaad	B1	s
limpsima	B2	v
lina	B1	s
linastuma	B2	v
linastus	B2	s
linateos	B2	s
lind	A1	s
lindistama	B2	v
lindprii	C1	s,adj
link	B1	s
linn	A1	s
linnaosa	B1	s
linnapea	B1	s
linnavalitsus	B1	s
linnuke	B2	s
linnus	B2	s
lint	B2	s
lipik	B2	s
lipp	A2	s
lippama	C1	v
lips	A2	s
lipsama	C1	v
lipupäev	B2	s
lisa	A2	s
lisainfo	A2	s
lisama	A2	v
lisand	B2	s
lisanduma	B2	v
list	B2	s
litsents	B2	s
litsentseerima	B2	v
litter	B2	s
liturgia	B2	s
liumägi	B2	s
liustik	B2	s
liuväli	B2	s
lobisema	B2	v
loe	B1	s
loend	B1	s
loendama	B2	v
loeng	B1	s
loetelu	B2	s
loetlema	B2	v
logi	B2	s
logistika	B2	s
logo	B2	s
logopeed	B2	s
lohakas	B2	adj
lohakus	B2	s
lohe	B2	s
lohistama	B2	v
lohk	B2	s
lohutama	B1	v
lohutus	B2	s
loid	C1	adj
lojaalne	B2	adj
lojaalsus	B2	s
lokaalne	B2	adj
lokk	B2	s
lokkis	B1	adj,adv
loksuma	B2	v
loksutama	B2	v
loll	B1	adj,s
lollitama	B2	v
lollus	B2	s
lomp	B2	s
lonkama	B2	v
lonks	B2	s
lonkshaaval	B2	adv
loobuma	B1	v
loode	B2	s
loodetavasti	B1	adv
loodus	A1	s
loodushoid	B2	s
looduskaitse	B2	s
looduskaunis	B2	adj
looduskeskkond	B2	s
looduslik	B1	adj
looduslikult	B2	adv
loodusressurss	B2	s
loodusvara	B2	s
loogika	B2	s
loogiline	B1	adj
looja	B2	s
loojuma	B1	v
lookas	C1	adj,adv
loom	A1	s
looma	A2	v
loomaaed	A2	s
loomaarst	A2	s
loomaliha	B1	s
loome	B2	s
looming	B1	s
loominguline	B1	adj
loomne	B2	adj
loomulik	B1	adj
loomulikult	B1	adv
loomus	B2	s
loopima	B2	v
loorber	B2	s
loos	B2	s
loosima	B2	v
loosung	B1	s
lootma	A2	v
lootus	B1	s
lootusetu	B1	adj
lootusetult	B2	adv
lootusrikas	B2	adj
lootustandev	B2	adj
loov	B2	adj
loovus	B2	s
loovutama	B2	v
lopsakas	C1	adj
loputama	B2	v
loss	A2	s
loterii	B1	s
luba	A2	s
lubadus	A2	s
lubama	A1	v
lubamatu	B2	adj
lubjakivi	B2	s
lugema	A1	v
lugematu	B2	adj
lugemine	B1	s
lugemissaal	A2	s
lugu	A1	s
lugupeetav	B2	adj,s
lugupeetud	A2	adj
luhtuma	C1	v
luik	B1	s
luiskama	C1	v
lukk	A1	s
lukksepp	B1	s
luksus	B2	s
luksuslik	B2	adj
lukustama	B2	v
lumehang	B2	s
lumehelves	B2	s
lumelaud	B2	s
lumememm	B2	s
lumesadu	B2	s
lumesõda	B2	s
lumetorm	B2	s
lumi	A1	s
lumikelluke	B1	s
lumine	B1	adj
lummama	C1	v
lummav	C1	adj
lunastama	B2	v
lunastus	B2	s
lusikas	A1	s
lust	C1	s
lustakas	C1	adj
lustlik	C1	adj
luteri	B1	adjg
luterlik	B1	adj
lutikas	B2	s
lutt	B2	s
luu	A2	s
luud	B2	s
luuk	B2	s
luukere	B1	s
luule	B2	s
luuletaja	B1	s
luuletama	B2	v
luuletus	B1	s
luumurd	B2	s
luup	B2	s
luurama	B2	v
luure	B2	s
luuser	B2	s
läbi	A1	adv,prep,postp
läbikäik	B2	s
läbima	B2	v
läbimurre	B2	s
läbimõõt	B2	s
läbinisti	B2	adv
läbipaistev	B1	adj
läbipaistvus	B2	s
läbirääkimised	B1	s
läbisegi	B2	adv
läbivaatus	B2	s
lähedal	A2	adv,postp,prep
lähedale	A2	adv,postp
lähedalt	B1	adv,postp
lähedane	B1	adj,s
lähemal	B1	adv
lähemale	B1	adv
lähemalt	B2	adv
lähenema	B1	v
lähetama	B2	v
lähetus	B2	s
lähiaeg	B2	s
lähipäev	B2	s
lähistel	B2	postp
lähistele	B2	postp
lähistelt	B2	postp
lähteasend	B2	s
lähtekoht	B2	s
lähtuma	B2	v
lähtuvalt	B2	adv
läikima	B1	v
läikiv	B2	adj
läkitama	C1	v
lämmatama	C1	v
läpakas	B2	s
lärm	B2	s
lärmakas	B2	adj
lärmama	B2	v
läti	A2	adjg
lätlane	A2	s
lävend	B2	s
lävi	B2	s
lävima	C1	v
lääs	A2	s
lõbu	B2	s
lõbunaine	B2	s
lõbus	A2	adj
lõbusalt	B1	adv
lõbustama	B2	v
lõbutsema	B2	v
lõdvestama	B2	v
lõdvestuma	B2	v
lõdvestus	B2	s
lõhe	B2	s
lõhestama	B2	v
lõhkeaine	B2	s
lõhkekeha	B2	s
lõhkema	B2	v
lõhki	B2	adv
lõhkuma	B1	v
lõhn	A2	s
lõhnama	B1	v
lõhnaõli	B1	s
lõik	B2	s
lõikama	A2	v
lõikelaud	B1	s
lõikus	B1	s
lõiv	B2	s
lõke	B2	s
lõks	B2	s
lõng	B2	s
lõoke	B2	s
lõpetaja	B1	s
lõpetama	A1	v
lõpetus	B2	s
lõplik	B1	adj
lõplikult	B1	adv
lõpmatu	C1	adj,adv
lõpmatus	B2	s
lõpp	A1	s
lõppema	A1	v
lõppsõna	B2	s
lõpuks	A2	adv
lõpupoole	B2	adv
lõputu	B2	adj
lõputult	B2	adv
lõputunnistus	B2	s
lõputöö	B2	s
lõtv	B2	adj
lõug	B1	s
lõuna	A1	s
lõunasöök	B1	s
lõvi	B1	s
lõõgastuma	B2	v
lörts	B1	s,adj
löök	B1	s
lööma	A2	v
lööve	B1	s
lühemalt	B2	adv
lühend	B2	s
lühendama	B2	v
lühenema	B2	v
lühiajaline	B2	adj
lühidalt	B1	adv
lühike	A1	adj
lühinägelik	B2	adj
lükkama	B1	v
lükkuma	B2	v
lüli	B2	s
lülitama	B1	v
lüliti	B2	s
lünk	B1	s
lüpsma	C1	v
lütseum	B1	s
ma	A1	pron
maa	A1	s
maa-ala	A2	s
maa-alune	B2	adj
maadleja	B2	s
maadlema	B2	v
maadlus	B1	s
maagia	B2	s
maagiline	B2	adj
maailm	A1	s
maailmakuulus	B2	adj
maailmalõpp	B2	s
maailmameister	B1	s
maailmameistrivõistlused	B2	s
maailmapilt	B2	s
maailmavaade	B2	s
maakaart	B1	s
maakera	B2	s
maakler	B1	s
maakodu	B2	s
maakond	A2	s
maal	A2	s
maaler	B2	s
maaletooja	B2	s
maaliline	B2	adj
maalima	B1	v
maaling	B2	s
maamaks	B2	s
maandama	C1	v
maanduma	B1	v
maantee	A2	s
maapealne	B2	adj
maapind	B1	s
maas	B1	adv
maasikas	A1	s
maastik	B2	s
maastur	B2	s
maavalitsus	B2	s
maavanem	B2	s
maavara	B2	s
maavärin	B1	s
madal	A2	adj,s
madalal	B1	adv
madalrõhkkond	B2	s
madrats	B1	s
madrus	B1	s
madu	B1	s
maestro	B2	s
maffia	B2	s
magama	A1	v
magamistuba	A2	s
mage	B2	adj
magister	B2	s
magistrant	B2	s
magneesium	B2	s
magnet	B2	s
magu	B1	s
magus	A2	adj,s
magustoit	A2	s
maha	A2	adv
mahetoit	B2	s
mahl	A1	s
mahlakas	B2	adj
mahlane	B1	adj
maht	B1	s
mahtuma	B1	v
mahukas	B2	adj
mahutama	B2	v
mai	A1	s
maiasmokk	C1	s
maik	B2	s
maikelluke	B1	s
maine	B2	s
mainekas	B2	adj
mainima	B1	v
mais	B1	s
maitse	B1	s
maitseaine	B1	s
maitsekalt	C1	adv
maitsekas	B2	adj
maitsema	B1	v
maitseroheline	B2	s
maitsestama	B2	v
maitsetaim	B2	s
maitsetu	B2	adj
maitsetus	B2	s
maitsev	A2	adj
maitsma	B1	v
maius	B2	s
maiuspala	B2	s
maiustama	B2	v
maiustus	B2	s
maja	A1	s
majakas	B2	s
majandama	B2	v
majandus	B1	s
majanduslik	B1	adj
majanduslikult	B1	adv
majanduspoliitika	B2	s
majonees	A2	s
majutama	B2	v
majutuma	B2	v
majutus	B2	s
makaron	A2	s
makett	B2	s
makk	B2	s
maks	B1	s
makse	A2	s
maksekorraldus	B2	s
maksimaalne	B2	adj
maksimum	B2	s
maksja	B1	s
maksma	A1	v
maksmine	B1	s
maksumaksja	B2	s
maksumus	B2	s
maksustama	B2	v
maksuvaba	B2	adj
male	B1	s
maletaja	B2	s
malev	B2	s
mall	B2	s
manama	C1	v
mandaat	B2	s
mandariin	A1	s
mandel	B2	s
mander	B1	s
manguma	C1	v
manifest	B2	s
maniküür	B1	s
manipuleerima	B2	v
manitsema	C1	v
manna	B1	s
manner	B1	s
mantel	B1	s
mantlipärija	C1	s
manustama	B2	v
manööver	B2	s
mapp	B2	s
maraton	B2	s
mardikas	B2	s
mardipäev	B1	s
margariin	B1	s
marginaal	C1	s
marginaalne	C1	adj
mari	A2	s
marinaad	B2	s
marineerima	B2	v
mark	A2	s
marker	B1	s
marmelaad	B2	s
marsruut	B1	s
marss	B2	s
marssima	B2	v
maru	C1	s
marutaud	B2	s
masendama	B2	v
masendav	B2	adj
masendus	B2	s
masin	A1	s
mask	A2	s
maskeerima	B2	v
maskott	B2	s
mass	B1	s
massaaž	B1	s
masseerima	B2	v
massiivne	B2	adj
massiline	B2	adj
massiliselt	B2	adv
massimeedia	B2	s
massöör	B1	s
mast	B2	s
mastaap	B2	s
matemaatika	B1	s
matemaatiline	B2	adj
materdama	C1	v
materiaalne	B1	adj
materjal	A2	s
matk	B1	s
matkama	B1	v
matkima	C1	v
matma	B1	v
mats	B2	s,adj
matsutama	C1	v
matt	B1	s
mattuma	B2	v
matus	B1	s
matš	B2	s
me	A1	pron
medal	B1	s
meditatsioon	B2	s
meditsiin	B1	s
meede	B2	s
meedia	B2	s
meedik	B2	s
meedium	B2	s
meel	B1	s
meeldetuletus	B2	s
meeldima	A1	v
meeldiv	A1	adj
meeldivalt	B1	adv
meeleavaldaja	B2	s
meeleavaldus	B2	s
meelega	B2	adv
meeleheide	B2	s
meeleheitlik	C1	adj
meeleheitlikult	B2	adv
meelehärm	B2	s
meelekindlus	C1	s
meelelahutus	B1	s
meelelahutuslik	B2	adj
meeleldi	B2	adv
meelemürk	B2	s
meeleolu	A2	s
meeleolukas	B2	adj
meelepärane	B2	adj
meelespea	B2	s
meelest	B1	postp
meelestama	C1	v
meeletu	B2	adj
meeletult	B2	adv
meelevald	B2	s
meelevaldne	C1	adj
meelitama	B2	v
meelsasti	B2	adv
meeltmööda	B2	adv
meene	B2	s
meenuma	B2	v
meenutama	B1	v
meenutus	B2	s
mees	A1	s
meeskond	A2	s
meeskondlik	B2	adj
meessugu	B1	s
meestearst	B1	s
meeter	A1	s
meetod	B1	s
meetrine	B1	adj
mehaanik	B1	s
mehaaniline	B2	adj
mehelik	B2	adj
mehhaaniline	B2	adj
mehhanism	B1	s
mehine	B2	adj
meie	A1	pron
meikima	B2	v
meil	A2	s
meiliaadress	B1	s
meilima	B1	v
meister	A2	s
meisterdama	B2	v
meistriteos	B2	s
meistrivõistlused	B2	s
melodraama	B2	s
melon	B1	s
meloodia	B1	s
melu	C1	s
memm	B2	s
memorandum	B2	s
menetlema	C1	v
menetlus	B2	s
menstruatsioon	B2	s
mentaalne	B2	adj
mentor	B2	s
menu	B2	s
menukas	B2	adj
menüü	B1	s
meremees	A2	s
merendus	B2	s
merevägi	B2	s
meri	A1	s
merisiga	B1	s
mesi	A2	s
mesilane	B1	s
mesindus	B2	s
mesinik	B2	s
mess	B2	s
metall	A2	s
metoodika	B2	s
metroo	B1	s
mets	A1	s
metsandus	B2	s
metsik	B2	adj,s
metsikult	B2	adv
metskits	B1	s
metslane	B2	s
metsloom	B1	s
metsmaasikas	B1	s
metsnik	B2	s
metssiga	B1	s
miin	B2	s
miinimum	B2	s
miinus	A1	s
miiting	B2	s
mikrofon	B1	s
mikrolaineahi	A2	s
miks	A1	adv
mikser	B1	s
miljard	A1	num
miljardär	B2	s
miljon	A1	num,s
miljonär	B2	s
miljöö	B2	s
millal	A1	adv
millalgi	B2	adv
millegipärast	B1	adv
milleks	A2	adv
millimeeter	A2	s
milline	A1	pron
mina	A1	pron
minema	A1	v
mineraal	B2	s
mineraalvesi	B1	s
minetama	C1	v
minevik	A2	s
mingi	A2	pron
mingisugune	B1	adj
minia	B1	s
minimaalne	B2	adj
ministeerium	A2	s
minister	B1	s
minut	A1	s
mis	A1	pron
misjaoks	B2	adv
misjonär	B2	s
misjärel	B2	adv
miski	A2	pron
miskipärast	B2	adv
mismoodi	B2	adv
mispeale	B2	adv
mispärast	B2	adv
missioon	B2	s
missugune	A1	adj
mistahes	B2	adj
mistõttu	B2	adv
mitmeaastane	B2	adj
mitmekesi	B2	adv
mitmekesine	B2	adj
mitmekesisus	B2	s
mitmekordistama	B2	v
mitmekordne	B2	adj
mitmekordselt	B2	adv
mitmekülgne	B2	adj
mitmepalgeline	C1	adj
mitmes	A2	pron
mitmesugune	B1	adj
mitmetahuline	C1	adj
mitmeti	B2	adv
mitmevõistlus	C1	s
mitmus	B1	s
mitte	A1	adv
mittevastavus	B2	s
mitu	A1	pron
mobiil	A2	s
mobiilne	B2	adj
mobiilsus	B2	s
mobiiltelefon	A1	s
mobiliseerima	B2	v
modell	B1	s
modem	B2	s
moderniseerima	B2	v
modernne	B2	adj
moel	B2	vrm
molekul	B2	s
moment	A2	s
monitor	B2	s
monoloog	B1	s
monopol	B2	s
monstrum	B2	s
monteerima	B2	v
monument	B2	s
mood	A2	s
moodi	B1	postp,adv
moodne	B1	adj
moodul	B2	s
moodus	B2	s
moodustama	B1	v
moodustis	B2	s
moodustuma	B2	v
moonduma	C1	v
moonutama	C1	v
moos	A2	s
mootor	A2	s
mootorratas	A2	s
mootorrattur	B1	s
mopeed	B1	s
moraal	B2	s
moraalne	B2	adj
moraalselt	B2	adv
morn	C1	adj
morss	A1	s
moslem	B2	s
motiiv	B2	s
motivatsioon	B2	s
motiveerima	B2	v
moto	B2	s
mošee	B2	s
muda	B2	s
mudel	A2	s
mudilane	B2	s
mugandama	C1	v
mugav	A1	adj
mugavus	B1	s
muhe	C1	adj
muhelema	C1	v
muhk	B2	s
muide	B2	adv
muidu	B1	adv
muidugi	A1	adv
muie	C1	s
muigama	B2	v
muinasaeg	B2	s
muinasjutt	B2	s
muinsuskaitse	B2	s
muistend	B2	s
muistne	B2	adj
mujal	B1	adv
mujale	B1	adv
mujalt	B1	adv
muld	B1	s
mulje	B1	s
muljetavaldav	B2	adj
mull	B2	s
mullivann	B1	s
mullu	B2	adv
mullune	B1	adj
multifilm	A2	s
multikas	B1	s
multimeedia	B2	s
mumps	B2	s
muna	A1	s
munadepüha	B1	s
munarakk	B2	s
munder	B2	s
munema	B2	v
munk	B2	s
murakas	B2	s
murd	B2	s
murdma	B1	v
murdu	C1	adv
murduma	B2	v
mure	A2	s
murel	B1	s
murelik	B1	adj
muretsema	A2	v
muretu	B2	adj
murrang	B2	s
murre	B2	s
muru	B1	s
muruniiduk	B1	s
musi	B1	s
musitseerima	B2	v
muskel	B2	s
must	A1	adj,s
mustama	B2	v
mustanahaline	B2	s,adj
mustand	B2	s
muster	B1	s
mustikas	B1	s
mustkunstnik	B2	s
mustlane	B2	s
mustsõstar	B1	s
mustus	B2	s
mutrivõti	B2	s
mutt	B2	s
mutter	B2	s
muu	A2	pron
muudatus	B1	s
muudkui	B2	adv
muuhulgas	B2	adv
muukeelne	B2	adj
muulane	B2	s
muundama	C1	v
muuseas	B1	adv
muuseum	A2	s
muusik	B1	s
muusika	A1	s
muusikakool	A2	s
muusikal	B1	s
muusikaline	B2	adj
muutlik	B1	adj
muutma	A2	v
muutuma	A2	v
muutumatu	B2	adj
muutus	A2	s
mäda	B1	s,adj
mädanema	B2	v
mädarõigas	B1	s
mäger	B2	s
mägi	A1	s
mägine	B2	adj
mähe	B2	s
mälestama	B2	v
mälestis	B2	s
mälestus	B1	s
mälestusmärk	B1	s
mälestussammas	B2	s
mäletama	A2	v
mäletatavasti	B2	adv
mälu	A2	s
mälumäng	B2	s
mälupulk	B1	s
mänd	B1	s
mänedžer	B2	s
mäng	A2	s
mängija	A2	s
mängima	A1	v
mänguasi	A2	s
mängukava	B2	s
mänguline	B2	adj
mänguväljak	B1	s
märg	A2	adj,s
märgatavalt	B1	adv
märge	B2	s
märgistama	B2	v
märgistus	B2	s
märguanne	B2	s
märk	A2	s
märkama	A2	v
märkamatu	B2	adj
märkamatult	B2	adv
märkima	B1	v
märkimisväärne	B2	adj
märkimisväärselt	B2	adv
märkmik	B2	s
märksa	B2	adv
märksõna	B2	s
märkus	B1	s
märter	C1	s
märts	A1	s
mäss	B1	s
mässama	B2	v
mässima	C1	v
mässuline	B2	s,adj
mätas	B2	s
määr	B1	s
määrama	B1	v
määramatus	B2	s
määratlema	B2	v
määratlus	B2	s
määratu	C1	adj
määrav	B2	adj
määrduma	B2	v
määre	B2	s
määrima	B1	v
määrus	B2	s
mõeldamatu	B2	adj
mõis	A2	s
mõisnik	B2	s
mõistagi	B2	adv
mõistatama	B2	v
mõistatus	B1	s
mõiste	B2	s
mõistetamatu	B2	adj
mõistlik	B1	adj
mõistlikkus	B2	s
mõistma	B1	v
mõistmatus	B2	s
mõistus	B1	s
mõistvalt	B2	adv
mõju	B1	s
mõjukas	B2	adj
mõjul	B2	
mõjuma	A2	v
mõjur	C1	s
mõjus	B2	adj
mõjutama	A2	v
mõjutus	B2	s
mõjuv	B2	adj
mõlemad	A1	pron
mõlgutama	C1	v
mõneti	B2	adv
mõnevõrra	B2	adv
mõni	A2	pron
mõnikord	A2	adv
mõningane	B2	pron
mõningas	B2	pron
mõnitama	B2	v
mõnu	B2	s
mõnuaine	B2	s
mõnus	B1	adj
mõnusalt	B2	adv
mõnusasti	B2	adv
mõra	B2	s
mõrtsukas	B2	s
mõru	B1	adj
mõrv	B1	s
mõrvama	B2	v
mõrvar	B1	s
mõte	A1	s
mõtestama	B2	v
mõtisklema	B2	v
mõtisklus	B2	s
mõtlema	A1	v
mõtlemapanev	B2	adj
mõtlik	B2	adj
mõttekaaslane	B2	s
mõttekas	B2	adj
mõttekriips	B2	s
mõttekäik	B2	s
mõtteline	B2	adj
mõttetu	B1	adj
mõttetult	B2	adv
mõttetus	B2	s
mõttevahetus	B2	s
mõtteviis	B2	s
mõõde	B1	s
mõõdik	B2	s
mõõdukalt	B2	adv
mõõdukas	B1	adj,s
mõõdupuu	B2	s
mõõk	B1	s
mõõn	C1	s
mõõt	B2	s
mõõteriist	B2	s
mõõtma	B1	v
mõõtühik	B2	s
möll	B2	s
möllama	C1	v
mööbel	A1	s
mööda	A2	postp,prep,adv,adj
möödapääsmatu	B2	adj
möödas	B2	adv
mööduma	B1	v
möödunud	B1	adj
mööndus	B2	s
möönma	B2	v
münt	B2	s
müra	B1	s
mürama	C1	v
mürgine	B1	adj
mürgistus	B2	s
mürgitama	B2	v
müristama	B1	v
mürk	B1	s
mürsk	B2	s
müsli	A2	s
müsteerium	B2	s
müstika	B2	s
müstiline	B2	adj
mütoloogia	B2	s
müts	A2	s
müüja	A1	s
müük	A2	s
müüma	A1	v
müür	B1	s
müüt	B2	s
müütiline	B2	adj
naaber	A2	s
naabrivalve	B2	s
naabrus	B2	s
naarits	B2	s
naasma	B2	v
naba	B2	s
nad	A1	pron
nael	B1	s
naer	A1	s
naeratama	A2	v
naerma	A1	v
naeruvääristama	C1	v
naeruväärne	B2	adj
nafta	B2	s
nagi	B1	s
nagu	A1	konj,adv
nagunii	B2	adv
nahahaigus	B2	s
nahk	A2	s
nahkhiir	B2	s
naiivne	B2	adj
naine	A1	s
naiselik	B2	adj
naissugu	B1	s
naistearst	B1	s
naistepäev	B1	s
najal	B2	postp
najale	B2	postp
nakatama	B2	v
nakatuma	B2	v
nakkama	B2	v
nakkus	B2	s
nakkushaigus	B1	s
nali	A1	s
naljakas	A2	adj
naljalt	B2	adv
naljatama	B2	v
napakas	C1	adj,s
napilt	B2	adv
napp	B1	adj
nappima	B1	v
nappus	B2	s
naps	B2	s
napsama	C1	v
narkomaan	B1	s
narkomaania	B2	s
narkootikum	B1	s
narr	C1	s,adj
narrima	B2	v
narritama	C1	v
nartsiss	A2	s
nastik	B2	s
natuke	A1	adv
natukene	A2	adv
naturaalne	B1	adj
nauding	B2	s
nautima	B1	v
needma	B2	v
needus	B2	s
neelama	B1	v
neer	B1	s
negatiivne	A2	adj
neid	B2	s
neitsi	B2	s
neiu	A2	s
neli	A1	num,s
nelik	B2	s
nelikümmend	A1	num
nelisada	A1	num
neliteist	A1	num
neljakesi	B1	adv
neljakorruseline	B1	adj
neljakümnes	A2	num
neljandik	B1	num,s
neljapäev	A1	s
neljas	A1	num
neljateistkümnes	A2	num
neljatoaline	B1	adj
nelk	A2	s
nemad	A1	pron
nentima	C1	v
neutraalne	B2	adj
nigel	C1	adj
nihe	B2	s
nihkuma	C1	v
nihutama	B2	v
nii	A1	adv
nii-öelda	B2	adv
niiduk	B2	s
niigi	B2	adv
niikaua	B2	adv
niikuinii	B1	adv
niimoodi	B1	adv
niinimetatud	B2	adj
niipalju	B2	adv
niipea	B2	adv
niisama	B1	adv
niisamuti	B2	adv
niisiis	B1	adv
niiske	B1	adj
niiskus	B2	s
niisugune	A2	pron
niisutama	B2	v
niit	B1	s
niitma	B2	v
niiviisi	B2	adv
niivõrd	B2	adv
niivõrd-kuivõrd	B2	adv
niiöelda	B2	adv
nikerdama	C1	v
nimekas	B2	adj
nimekiri	A2	s
nimel	B1	postp
nimeline	B1	adj
nimelt	B1	adv
nimetama	A2	v
nimetus	B1	s
nimi	A1	s
nimistu	B2	s
nina	A1	s
ninasarvik	B2	s
ning	A1	konj
nipp	B2	s
niru	C1	adj
nisu	B1	s
nišš	B2	s
nobe	C1	adj
nohik	C1	s
nohu	B1	s
nokitsema	B2	v
nokk	B2	s
nokkima	B2	v
nomenklatuur	C1	s
nominent	B2	s
noogutama	B2	v
nool	B2	s
noomima	C1	v
noomitus	B2	s
noor	A1	adj,s
noorelt	B2	adv
noormees	B1	s
noorpaar	B2	s
nooruk	B1	s
nooruke	B2	adj
noorus	B2	s
nooruslik	B2	adj
noot	B2	s
noppima	B2	v
norima	B2	v
norm	A2	s
normaalne	A2	adj
norskama	B2	v
nostalgia	B2	s
nostalgiline	B2	adj
notar	B1	s
noteerima	C1	v
novell	B2	s
november	A1	s
nuga	A1	s
nuhkima	C1	v
nuhtlema	C1	v
nuhtlus	C1	s
nukk	A2	s
nukker	B1	adj
nukrus	B2	s
null	A1	num,s
nullima	B2	v
number	A1	s
nunn	B2	s
nunnu	B2	adj,s
nupp	B2	s
nupukas	C1	adj
nuputama	C1	v
nurin	C1	s
nurisema	C1	v
nurjama	C1	v
nurjuma	C1	v
nurk	A1	s
nurmenukk	B1	s
nurruma	B2	v
nutikas	B2	adj
nutiseade	B2	s
nutitelefon	B1	s
nuuskama	B2	v
nuustik	B1	s
nuusutama	B2	v
nädal	A1	s
nädalalõpp	B1	s
nädalapäev	B1	s
nädalavahetus	A1	s
nägema	A1	v
nägemiseni	A1	interj
nägemist	A1	interj
nägemus	B2	s
nägu	A1	s
nägus	B2	adj
nähtamatu	B2	adj
nähtav	B2	adj
nähtaval	B2	adv
nähtavale	B2	adv
nähtavasti	B2	adv
nähtavus	B2	s
nähtu	C1	s
nähtuma	C1	v
nähtus	B1	s
näide	A2	s
näidend	B1	s
näidis	B1	s
näiline	B2	adj
näiliselt	B2	adv
näima	B1	v
näit	B1	s
näitama	A1	v
näiteks	A2	adv
näitemäng	B2	s
näitleja	A2	s
näitlema	B2	v
näitus	A2	s
näksima	C1	v
nälg	B2	s
nälgima	B2	v
näljane	B1	adj,s
näol	B2	postp
näpistama	B2	v
näpp	B2	s
näppama	C1	v
näppima	B2	v
näpunäide	B2	s
närima	B2	v
närv	B1	s
närveerima	B1	v
närviline	B1	adj
näts	B1	s
näägutama	C1	v
nääklema	C1	v
nääklus	C1	s
nõbu	B2	s
nõel	B2	s
nõges	B2	s
nõiaring	C1	s
nõid	B2	s
nõks	B2	s
nõlv	C1	s
nõme	B2	adj
nõmedus	C1	s
nõmm	B2	s
nõnda	B2	adv
nõrgendama	B2	v
nõrgenema	B2	v
nõrgestama	B2	v
nõrk	A1	adj,s
nõrkus	B1	s,adj
nõu	A1	s
nõuandja	B2	s
nõuanne	B2	s
nõudepesumasin	A2	s
nõudlik	B1	adj
nõudlus	B2	s
nõudma	A1	v
nõue	B1	s
nõuetekohane	B2	adj
nõuetekohaselt	B2	adv
nõukoda	B2	s
nõukogu	B1	s
nõunik	B2	s
nõupidamine	B2	s
nõusolek	B1	s
nõustama	B1	v
nõustuma	B1	v
nõutav	B2	adj
nõutu	B2	adj,s
nördima	C1	v
nördimus	C1	s
nööp	B2	s
nöör	B1	s
nüanss	B2	s
nühkima	C1	v
nüri	B2	adj
nüüd	A1	adv
nüüdisaeg	B2	s
nüüdisaegne	C1	adj
nüüdne	B2	adj,s
objekt	A2	s
objektiiv	B2	s
objektiivne	B2	adj
objektiivselt	B2	adv
observatoorium	B2	s
oda	B2	s
odav	A1	adj
odavnema	B2	v
oder	B1	s
ohjama	C1	v
ohjeldama	B2	v
ohjeldamatu	B2	adj
ohkama	B1	v
oht	A2	s
ohter	C1	adj
ohtlik	B1	adj
ohtralt	B2	adv
ohustama	B2	v
ohutu	B1	adj
ohutult	B2	adv
ohutus	B2	s
ohver	B1	s
ohverdama	B2	v
ohvitser	B2	s
oivaline	C1	adj
oja	B1	s
okas	B1	s
okaspuu	B2	s
okei	A1	interj
oks	B1	s
oksendama	B1	v
oksjon	B2	s
oktoober	A1	s
okupatsioon	B2	s
okupeerima	B2	v
olema	A1	v
olemasolu	B2	s
olematu	B2	adj
olemus	B2	s
olemuslik	B2	adj
olend	B2	s
olenema	B1	v
olenevalt	B2	adv
oletama	B2	v
oletatavasti	B2	adv
oletus	B2	s
olevik	B2	s
olevus	C1	s
olgugi	B2	konj
oligarh	B2	s
oliiv	B1	s
oliiviõli	B1	s
olme	B2	s
olmejäätmed	B2	s
olu	B2	s
olukord	A2	s
oluline	A1	adj
oluliselt	B1	adv
olulisus	B2	s
olümpia	B2	s
olümpiaad	B1	s
olümpiamängud	B1	s
